Mass (avg),RT (avg),25mM LG_unlabeled254,25mM LG_unlabeled263,25mM LG_unlabeled266,25mM LG_13C-labeled262,25mM LG_13C-labeled264,25mM LG_13C-labeled272
275.0948,7.05,79482,73318,73048,72320,61939,87082
137.059,7.24,20296,99852,66988,64666,44756,89939
1085.0807,7.14,315870,350544,299708,294983,298965,251831
894.5788,5.64,1,1,1,271462,253299,1
294.0564,6.93,143349,10038,25408,60039,22846,16041
510.0896,7.14,101805,101744,107627,109720,112570,118328
948.0403,7.13,153747,158843,156698,166512,154602,142380
177.0546,7.82,3579,2542,1,67587,107837,689
782.5988,1.73,3012,1,685,172648,168973,1
388.0333,7.24,268033,1,1,1,1,1
166.0483,1.35,46922,27342,50705,20238,24864,44014
211.9383,5.43,58130,65126,77204,85201,55695,59071
286.0623,7.13,78483,84332,80100,82533,83341,78429
338.2434,1.3,146774,82947,111295,52845,81207,59601
737.5187,1.73,164673,171724,169398,16683,18891,1
834.5247,5.77,282648,267346,252593,9074,8993,2882
62.9955,7.04,45960,60113,56419,64066,54870,64933
412.8192,5.85,136267,137750,124634,99676,139865,123419
294.1861,1.29,1,1,1,56179,59153,1
774.5396,1.73,203293,196197,206895,1,1,1
450.0685,7.13,117954,287408,297126,295386,295702,331181
557.1715,8.11,118653,169058,294593,110271,195948,321
175.0481,8.02,81607,80041,48736,14895,16451,1
758.0339,7.17,132600,172591,108706,209426,131581,307730
137.8992,5.62,96440,88315,89638,144580,91746,1
442.114,7.04,87746,91382,93240,1,97945,100049
890.5693,5.63,1,1,1,271845,308792,1
860.0833,7.13,295829,309867,308959,314555,313440,325507
962.5561,7.14,134000,140129,137019,127497,133026,105094
760.5668,1.73,30321,31300,29443,149933,155261,930
75.0318,7.84,66570,71624,72835,45097,46029,1
903.6133,5.63,991,1,5000,258067,263873,1
849.584,5.77,1,1,1418,140396,126370,1
774.5887,1.73,34680,32857,30442,1,1,1
898.5965,1.75,21182,1,1,303418,305861,1
190.0256,5.46,23862,30742,63169,121589,45082,53756
839.5525,1.73,1,1,1,170136,153831,419
535.0295,7.17,131642,131771,137620,82231,104154,1
281.0419,8.68,20024,51548,91936,110065,127788,14908
375.0534,1.25,89864,53076,117997,74160,83056,22932
815.5664,1.74,151073,145224,121819,82127,1,1
429.0666,8.18,107264,116580,132556,6857,6815,1
281.0843,7.09,58310,61541,2508,36191,47827,262
362.1945,1.71,13128,37361,147015,10218,18423,3935
147.0533,7.22,96490,71437,86734,20102,27768,1
851.5915,5.78,1221,1,1,124644,137133,1183
310.2868,1.28,105116,83904,104737,49206,57590,927
893.5788,1.74,6068,6851,6791,191840,135266,2102
756.5519,1.73,52153,50572,49375,194344,182581,15987
1004.0457,7.14,254833,276417,135797,270098,257037,241275
763.5139,1.73,420272,421263,416176,171635,171727,1
895.5855,5.63,1,1,1,315856,291852,1
813.5419,1.74,1,1,1,1,1,1
863.5173,1.74,445510,846986,86522,1,1,1
154.0491,5.64,39453,23010,160546,1,103428,47271
758.0309,7.11,157061,137118,196440,120074,147061,149623
451.9284,6.82,78024,80911,102934,47218,48280,1933
862.5576,5.73,689795,685361,621278,1,1,2071
280.1697,1.29,8612,12056,1372,9260,6890,5035
843.5733,1.73,1,1,32283,137150,129728,1
354.0862,8.18,620,260,1,82915,106072,1
131.0494,8.39,49864,47242,51110,62779,64886,93450
808.5114,5.81,203663,189752,180433,7087,9774,1
289.0205,7.19,112476,123053,129689,52927,95881,1
324.0354,8.39,47747,103379,85108,15561,3664,1
300.0212,1.24,24130,25378,5083,18206,5754,1198
776.0226,7.14,90670,88302,85827,85842,81296,67758
850.6295,1.73,15480,14454,14086,149782,155331,1
557.1721,8.1,202269,299549,303998,80696,209275,368
771.5743,1.73,137307,134736,133951,1,1,1578
331.0593,8.26,688,1,1,113106,135690,1
211.9704,6.82,65042,68511,63706,45152,47196,10400
185.0804,7.24,15539,156035,164203,154260,114194,93738
840.0341,7.13,167898,322717,320649,168591,143333,328689
213.0975,6.68,74807,70559,83087,41765,85556,1
617.0332,7.17,121069,128725,134928,73125,97004,1
175.9543,8.48,26403,18691,23669,59612,71253,21868
673.142,8.75,354,1,1,112284,121272,1
614.1573,9.56,161732,183780,198737,361586,408253,4868
215.8399,1.44,1985,111296,1313,4797,771,1
873.6403,1.72,76448,75575,76793,1,59875,1
201.0616,7.76,61834,89082,94262,67826,71800,457
192.027,8.79,87665,1,1,44055,28341,11093
304.0303,9.24,103366,130824,136474,71149,108489,1391
488.1858,7.95,53410,41757,47956,60417,51117,1
776.6184,1.73,1,6909,6101,124296,122947,1
903.6116,1.76,1806,6865,10440,206816,165286,1312
293.0877,7.94,62953,83983,58304,63051,66186,1
417.0287,1.26,10311,34453,44578,38414,44720,38995
1086.0528,7.14,191326,229237,220407,213119,219426,197830
486.03,1.34,38584,815,35885,467,34192,1281
293.8087,1.44,1,79785,1,1,1,1
699.0362,7.17,117766,133690,140387,77356,94618,1
222.0598,7.71,27005,183014,59477,41433,167460,85141
2150.1575,7.14,114296,105415,101800,104578,103231,98934
773.5654,1.73,16212,11057,1,239380,247989,1
873.5934,1.73,15497,1,14394,103320,37854,1
213.842,1.44,2741,101128,261,2359,1,1
921.0646,7.16,181628,295809,278574,286334,276813,293545
213.0978,6.56,93362,92736,98621,64211,82840,1
715.5166,2.37,258275,38884,54784,11362,17807,1
216.0402,6.75,230711,245283,236103,319273,333345,94834
347.8787,1.44,16054,36989,4384,37212,14023,1149
572.5038,5.64,225729,260997,137686,228641,73006,114884
422.0132,8.4,61398,53477,177135,4330,4072,1
873.6131,1.73,1,1,1,64205,58589,1
340.2072,1.53,131627,137312,152188,111225,48859,131875
810.6296,1.72,1,1,1,140930,143440,1
405.0603,8.55,66728,1,1,1,1,283
964.0595,7.14,181529,194519,184721,193432,173268,141919
189.0292,6.18,79918,21105,55044,76403,74174,67115
378.0931,8.05,33163,34831,32040,48991,43982,13180
1003.5584,7.14,131040,151741,125112,10689,119091,95698
168.073,7.04,89280,89809,32017,64487,1,22823
900.6043,5.63,1,1,1,446932,389183,1
884.5438,1.79,276487,1006235,79410,219408,22621,5479
1607.2095,1.73,1,1,1,145539,161058,1
676.031,7.11,125262,100835,85317,96186,99718,248879
815.5664,5.54,155500,141716,167364,1,1,1
723.5192,1.73,107350,101297,102464,101131,108733,1
144.0288,7.12,108184,131275,112189,237490,256435,102575
1589.1372,1.73,1,189239,1,1,1,1
326.1323,7.96,71286,65640,65149,76856,75637,1
846.1743,8.75,140200,165280,161432,13913,16987,1
574.227,7.98,106955,101062,101762,40032,48510,1
216.0402,5.37,16283,29312,42476,42830,38514,52616
374.1074,1.24,52180,18215,62235,9387,19193,23320
160.0018,6.81,1,73670,83374,1,60084,1
260.084,7.31,40670,41177,49407,33126,52240,91827
490.2845,1.18,152134,73306,108880,77599,129526,50280
759.504,5.63,163952,164939,163052,28440,28467,1
146.1057,8.78,85502,84191,84577,56047,69610,466
596.5493,1.71,18630,21481,15591,22447,29084,3114
781.0394,7.17,130381,120588,146679,71702,95928,906
362.1806,1.77,1,1,1,1,1,1
378.093,8.14,73578,54904,48671,31929,11287,11125
75.9471,5.69,30377,1,26349,6286,1,18564
634.0406,7.26,1,5975,53049,1,1,27858
336.1463,7.08,1,1,1,29785,1,1
260.8235,5.32,62421,74538,72248,71285,46770,40905
865.5792,1.73,225790,191072,224595,1,28772,611
354.2072,1.33,2962,44086,2862,900,2610,1256
317.1323,7.31,68571,51741,29509,84798,87858,68134
226.0335,5.45,42225,106519,28289,98489,95795,26752
736.1301,7.13,1,1,1,1,1,142948
137.0574,7.04,18851,73480,62648,8185,85881,54278
730.5705,1.73,6435,6924,6485,151694,147172,1
871.5921,1.72,69622,1,71794,105905,1,1
274.1114,7.27,43543,23896,17532,10860,1788,41868
859.53,5.68,277273,303015,89084,55232,45445,639
716.1051,8.16,126949,137170,142491,1,1,1
124.0551,7.09,168678,65017,1,44849,27881,46274
807.5019,1.74,63122,58141,37440,1,20379,1
561.8817,1.53,1,27283,28617,1,1,1
872.5303,1.43,1,1,1,120727,127930,1
192.027,8.67,206196,5121,1,72547,8425,23127
660.2755,7.97,127785,136859,131993,33434,47104,1
689.1786,8.18,146010,39424,63987,13164,14048,1235
759.5059,1.75,136299,148795,146907,32690,34740,286
784.6118,1.73,1,1,3717,124029,133315,1
718.0528,7.14,413386,434327,415322,416993,404115,336866
1004.0525,7.14,259290,284953,261164,280673,264148,255188
413.8895,8.47,53515,70429,72546,37480,81125,144602
1842.0759,7.14,292859,300874,276995,290547,285125,271808
560.1823,8.1,1,1509,297,109420,106503,1
871.627,1.72,107484,95768,105717,73898,84912,1
726.5569,1.73,5967,1,1,151564,160324,1
213.0726,7.68,82947,76866,52233,51470,62608,373
667.0659,1.1,1,135094,1,1819,18144,28283
247.0825,6.51,77157,85408,81935,52555,64199,317
462.1241,1.21,74033,15824,53382,15355,25625,20545
254.2246,1.3,95066,75142,90223,48424,48422,509
208.8732,1.45,1,61556,1,1,1,1
594.0281,7.17,83932,94652,119254,184410,90174,103354
307.0965,8.39,1,1,1,1,1,6351
2068.1472,7.14,87594,94038,95585,88223,95240,86191
212.0137,8.72,47283,51046,56545,46385,60282,53678
1986.1491,7.14,76457,81723,85830,88890,84878,81374
474.2898,1.77,84865,63230,19232,75099,45757,1
1603.1988,1.73,1,1,1,148720,161511,1
551.0948,8.75,1,1,1,92028,98402,1
707.6409,1.23,119633,125085,138511,27934,29335,1668
940.0307,7.14,68591,71266,72186,71398,66212,56853
434.0829,8.19,1,1,705,101288,59085,1
728.5492,1.73,117750,111872,115095,59479,57115,1
838.6622,1.73,2422,1,2352,115061,124397,1
209.942,6.7,1,13371,1,4203,16426,1
894.5728,1.73,124902,126283,130484,70147,59290,673
1086.0485,7.14,174202,205135,193007,198824,185795,174826
548.3143,1.27,111111,106883,114797,94226,93393,1
501.2092,8.38,85775,87610,98496,57668,61053,4659
843.5631,1.73,1,1,1,120236,121862,1
1910.0904,7.14,53370,41108,44918,51481,19049,42214
299.9523,1.35,40623,1,1,1,35136,1
910.5549,5.62,613924,559944,559569,131606,111964,14865
197.9308,9.06,35509,44261,64783,77368,69490,77401
368.1603,7.23,85523,44163,98728,62063,154488,301520
772.5788,1.73,1,1,1,216727,214051,2119
329.0535,8.39,4937,7173,7813,56282,64770,1
1595.1659,1.73,25139,20653,20675,99208,101814,3129
776.8341,7.14,35535,42746,42496,40551,37956,32338
211.0458,7.34,69674,76127,71214,43271,50779,622
347.063,8.38,93386,82945,35812,1,4120,1
158.0049,6.98,127987,1,41494,47268,20237,1
151.8945,5.57,195413,273850,1,109845,101743,46397
294.0561,7.67,35624,1,88797,1,9018,1
816.653,1.73,11079,1,1,118834,109596,1
2156.0981,7.14,77103,86004,78093,81485,32944,67289
812.637,1.73,2536,1,1,134027,129523,807
186.0849,7.24,3276625,3305405,3630350,3381370,3408495,3531561
155.0696,7.25,43375,59301,73617,52412,52676,48951
793.5639,5.59,1,1,1,180327,190482,1
743.5469,1.87,83398,22990,1,98097,25452,1
289.915,5.65,74076,73883,61117,62712,36054,41563
273.1051,6.18,172947,32774,80826,184557,65133,119629
410.8213,5.84,49709,114321,12111,103677,110719,202763
266.2739,1.3,1,1,1,56718,55052,1
856.6481,1.72,1,1,2158,107842,102076,1
868.5228,1.43,138722,130733,131196,82530,72477,1
650.0981,9.58,104258,138579,107576,70918,75371,835
389.0205,8.09,66923,47471,20775,33274,35367,1
209.9418,5.43,121167,128549,139078,78477,130144,78546
731.5425,1.73,1,1,1,61310,63635,1
795.5736,1.73,131687,124531,121386,285640,288195,1
294.1833,1.49,17712,38042,55972,41019,41840,21940
772.6074,1.73,1,1,1,122208,115931,506
822.5368,1.46,136261,136153,135169,75158,60830,342
309.1064,7.34,74687,73359,81661,40621,63040,1
159.9969,6.81,334117,342951,391468,255277,302943,62937
858.6581,1.73,5360,5489,4376,118388,131244,1
209.941,5.66,200170,158741,63977,73889,79047,28507
852.6342,1.73,4541,1,2892,1,1,1
758.5616,1.73,1,1,1,104308,101056,1
854.0853,8.4,165438,79892,172022,132936,148176,1642
412.8189,5.35,78994,68787,75003,75504,46828,79101
776.8528,7.14,39135,39662,20319,1,1,29347
246.0499,7.84,71473,66216,69050,15188,20722,1
205.0554,6.19,80015,85251,114243,24875,26607,4187
287.9192,5.65,27655,46157,41621,10458,43241,12035
2048.1832,7.14,136791,143984,134577,142986,139061,144412
372.0723,1.26,24971,14571,20467,12766,17648,3832
352.0388,8.38,9326,6149,7610,16254,7481,40331
699.1426,8.17,1,2642,3919,66043,106359,1
729.5312,1.73,112726,111872,118205,59595,57115,1
109.0196,7.58,50894,57254,60641,28272,39701,1
228.0726,7.97,29379,31826,28081,28172,52119,753
352.0788,8.38,1,1,1197,64088,40183,1
277.9986,7.1,28580,26142,12627,20108,24746,30919
198.9882,8.46,57620,55117,24668,34148,67355,15413
891.5989,1.74,114538,92089,83939,96092,94397,1546
1992.1058,7.14,86726,93794,80564,82541,82130,77659
133.0374,8.71,340963,110350,108381,99635,59252,6894
840.6658,1.72,1,1,1,95136,96495,1
423.0946,9.17,69424,84157,89216,30467,38159,476
330.2557,1.28,56777,58192,62399,58683,53175,1
247.9945,8.89,64414,65508,65080,65728,55914,12359
1589.1603,1.73,157855,150067,1,1,1,1
282.0857,7.3,32856,30732,44948,40714,66793,35069
302.1735,1.26,50149,71560,80622,81574,74600,1028
690.0044,8.88,97198,106768,108729,2723,4289,1
776.5988,7.14,55980,53925,55397,56809,51011,43811
2060.0867,7.13,121326,121464,121797,120795,122296,117697
845.5699,5.77,1,1,1,72373,68868,654
1503.1451,1.73,1,1,1,1,1,1
128.0588,7.98,65782,51180,58983,36590,28632,1
762.5866,1.89,193858,279016,279111,46061,63717,1
912.5645,5.63,104739,101842,104707,98386,92267,3400
489.1697,8.37,60329,66129,71866,42333,42795,1
594.0287,7.12,90335,89351,74670,193123,79983,81364
842.6748,1.72,1,3269,3663,112992,101548,1
895.6299,1.73,102357,91932,104354,47684,43362,591
160.0737,1.72,888,1,432,810,1401,2096
455.1037,8.09,7008,1,1,69294,75877,1
1063.1697,8.18,74009,77988,92704,1,1,1
195.9629,8.44,87197,86268,93881,101259,96057,82051
838.5493,1.74,22224,1,59290,197023,192078,1039
262.0105,8.86,52551,49309,44841,21225,53020,1
1729.1407,1.77,1,130140,150369,1,1,1
450.07,1.23,46596,32558,57904,41866,43138,18407
1501.141,1.73,1550,9824,9616,89004,96187,4239
732.5786,1.73,1,1,559,119562,111943,2070
122.0368,2.13,344200,89361,59818,98729,54662,1
834.5256,5.76,279940,324232,256286,8805,7064,2790
636.1493,8.41,105722,117129,138147,60820,74151,2415
1904.1411,7.14,76387,81638,81831,87836,72276,81549
302.2245,1.29,36896,34161,40610,43183,45743,5335
825.5601,1.73,1,36149,1,149887,138977,1
761.0854,8.74,140208,124906,112519,13831,11500,369
404.0742,8.45,184506,160782,154252,291275,353185,1
573.4886,1.24,112141,90605,116357,33054,28785,1
415.853,8.46,10573,21821,24048,26707,22769,38675
1507.156,1.73,1,1,1,95883,95784,1
267.0069,6.21,52665,33582,60746,59005,76984,43654
779.54,1.73,2482,2951,1,69917,65330,1
292.0905,8.62,25207,42750,49006,50604,51970,14677
886.5578,1.86,28937,1,1,1,59037,1
433.1219,8.1,351,439,1,61894,84748,209
435.9548,6.81,49533,31157,36638,20949,49323,3042
699.0878,8.1,69811,62673,54932,11040,12112,1217
238.9961,8.6,13088,62724,72372,41790,13882,1
287.9519,6.65,1,1,1,1,1,1
132.0536,8.09,51303,53240,55123,26940,30848,1
275.0945,7.31,36407,18095,26248,28464,20413,26186
410.8218,5.35,45255,73490,76234,83777,78457,77646
508.0908,1.23,41892,15636,45367,13828,16142,9823
1787.1589,1.74,1,1,1,71538,1,1
358.2874,1.27,66019,73159,78634,36165,33301,1
355.9504,6.82,41459,51066,54890,25022,21530,744
171.0563,8.32,1,11418,16003,16219,14577,15341
333.1369,7.32,82355,66691,63283,13902,23400,1
192.0269,9.11,1,21257,52856,1,1,1
413.1022,8.56,35970,6064,44036,21001,17290,274
289.0834,7.58,70082,59788,71764,30632,40816,1
1653.2348,1.72,1,1,1,108934,105103,1
311.1329,7.68,62815,66776,63366,29207,39212,1
264.2666,1.3,1,446,1,38560,39453,1
773.5747,1.73,1,1,1,226679,230493,1
908.5402,5.62,83904,79977,82523,7956,5510,1
240.1363,1.31,29788,16893,19208,16411,19973,4321
274.1107,7.05,7531,43687,48041,17214,26394,47194
854.6246,1.73,4642,3724,5872,88527,100286,1
853.5975,5.78,1,798,1,94635,82576,1
405.0751,8.42,195064,176345,167019,135697,163896,1
1551.1571,1.72,1,1,1,1,1,1
360.0025,7.1,45688,36191,21992,28762,28188,25496
837.5511,5.45,161391,307811,253673,164408,182475,5334
299.9618,1.16,169325,173402,175407,177292,11249,154698
687.4831,1.73,72918,68029,60738,14266,13225,1
854.6416,1.73,3686,1,1,93661,94385,1
771.5423,1.49,72137,81258,83832,21575,21651,486
774.6118,1.73,1,1,1,129621,116066,1
319.0835,8.67,61470,57462,56740,24226,36512,1
442.0053,7.12,73042,60891,56367,65721,56354,54369
240.0992,1.32,2866,1088,1,2205,1169,1042
270.1469,1.73,2652,2634,1201,1950,2305,2290
218.0375,7.58,88236,80213,87822,34070,54114,1
499.9604,8.47,16436,27486,28287,35590,34193,64536
890.5746,1.76,103162,100237,97092,426446,90434,10621
776.8426,7.14,40420,40706,43471,40458,36893,1
786.6205,1.73,1,1,2447,106773,97040,493
910.5728,5.62,239106,213435,239023,72080,52031,1
404.0034,9.54,50124,45080,60031,10272,13732,1
247.9944,9.08,57514,60762,53339,56692,50108,57526
914.5735,5.63,1,1,1,157383,164140,1
818.6587,1.73,29840,31754,29896,70495,73133,1
394.284,1.28,15594,5168,13251,2974,5237,5263
2010.0947,7.15,8727,36841,68345,34299,71162,77609
262.8568,5.88,1,1,181,1,369,1
390.2987,1.28,57146,26503,59443,9989,23933,23356
621.1347,8.39,51547,63195,81772,1,449,1
798.5952,1.73,20688,21641,18355,180471,176719,1876
390.1333,8.32,40278,37256,32418,43242,42280,32457
344.0439,9.23,46250,62889,47260,22355,30907,1
297.8058,1.44,1,49052,1,1,1,1
160.0388,1.71,29050,28325,25131,24325,26763,7241
445.092,7.1,61385,62829,70436,40597,53944,1
860.6625,1.72,1,1,5175,106767,116391,1
1553.1566,1.73,1,1,1,137373,131836,1
798.5759,1.73,12219,12329,12019,208766,225306,4492
866.0363,7.13,158598,159150,148058,69214,166835,146916
908.5397,1.75,95780,93030,96286,10979,10484,1
357.1111,1.75,61222,57543,68758,2163,5095,1
1822.1443,7.14,56020,59329,57809,57922,53795,55975
525.0181,8.43,18120,89410,80144,51952,60504,186
833.5132,1.79,1,46934,139987,6888,1,1
893.6131,1.72,79195,77343,75746,60675,58195,1
268.0799,8.4,48680,46852,51177,13172,15083,5739
228.2091,1.32,58022,68491,62390,28475,31001,8298
146.0692,8.14,31394,42740,62486,39402,32320,1
734.587,1.73,1,2722,1,77163,69053,1
470.0366,7.2,323269,425136,199446,386164,360529,108288
776.8184,7.14,38038,1,36665,35260,1,30924
826.5449,1.46,1,1,1,94566,102585,858
784.6021,1.73,1,1,5074,1,117539,1
474.2894,1.24,388114,105125,336353,369636,399374,83059
104.0109,7.04,37605,19065,32966,39891,37305,37456
709.4519,1.73,67054,71185,71393,17631,15780,1841
809.5187,1.74,52745,59050,59829,23053,35226,1
196.0586,8.28,159219,85351,116728,1,53663,59576
905.6225,5.63,1,1,1,117564,121986,1
696.3206,1.2,42445,31529,27316,28971,32970,16518
921.5553,7.14,74102,81696,71661,67521,73482,49486
2048.0943,7.14,78047,83869,76046,76772,56253,68779
363.0882,7.1,66612,59923,70193,38704,53701,1
360.2956,1.26,1,1,1,45665,44926,1
859.5323,1.76,255077,274653,234920,52736,54716,1
257.9734,6.81,36887,42510,50178,23478,29328,1
475.1578,8.74,95671,73348,37211,63086,69452,1
651.9611,9.68,42978,33410,27592,41480,35641,70397
446.0593,8.9,58728,61179,62429,9542,8771,583
129.0427,8.39,35096,41182,48219,17493,27512,1
1595.1583,1.73,17134,15264,17082,106446,97654,3655
795.539,1.49,43030,44853,45218,31621,28035,1
831.599,1.73,78886,87719,88333,43242,43791,1
243.1838,1.7,31372,35921,21475,34841,24523,21076
390.0841,1.25,27089,5310,35471,5511,13376,1
342.0834,8.37,7384,6710,6483,12418,13444,54079
803.5648,1.73,60641,56957,54739,1,1,1
262.8684,5.83,1,1856,1,1009,1,1
1505.1424,1.73,1,1,1,1,1,1
99.9631,9.06,29966,32906,26029,25588,30810,29033
1439.0721,1.73,73937,72362,69815,73434,98128,1
212.0134,8.53,33625,50899,30843,39639,27733,26477
250.9955,6.18,28840,33558,38568,33637,42704,40610
218.0368,8.22,57554,54494,41942,44459,41338,1
196.0586,8.72,61820,102307,137909,28203,1,55085
135.901,5.42,52810,47922,72293,35679,65339,63179
807.5151,1.74,59944,46082,54844,21956,25053,1
246.0973,7.97,1,987,1,48737,57804,1
323.0515,8.57,35568,69110,77882,11805,10120,1130
280.2407,1.3,62533,31206,48690,27658,35446,4947
592.0928,7.13,48249,51990,56947,55008,49329,63222
291.9113,5.66,44353,24425,44901,38853,40923,30929
312.3034,1.27,69592,38162,58125,37046,41841,28052
561.8811,1.44,51803,17694,38352,32666,188318,12569
600.5081,1.24,75190,65503,86099,21982,22962,1
213.9343,5.64,30218,32432,33195,31381,23258,19006
328.049,8.26,1589,2238,1754,34149,41020,1
527.0942,7.1,52554,59072,67267,35726,52416,1
861.539,5.68,1,1,1,131978,127077,1
167.0241,5.56,203781,179978,250147,16314,15383,1
1075.0692,7.14,79949,71729,66358,68982,69232,68401
917.5924,5.62,1,1,1,126008,92504,1
834.511,1.74,243591,212918,239872,91641,81793,1
329.0664,8.38,34301,29472,32730,22455,32790,1
733.487,5.68,96668,96299,94496,11122,10215,1
674.4892,1.73,68624,60607,62098,11488,9135,1
220.8532,5.88,51621,52907,25708,55495,64382,52160
315.1264,8.61,13604,106714,21462,33603,27144,1
281.0408,8.66,60170,108569,60845,35653,110703,9120
362.1946,1.7,13028,4939,16887,10195,18197,3935
915.5894,1.75,50600,42200,58329,115881,109173,10838
294.296,1.29,1,1,1,43934,44292,1
289.9151,5.41,39606,43811,45072,25026,31641,29713
549.9044,6.82,33051,46371,52028,23761,33564,1
733.4866,1.75,88873,82288,87023,17878,13397,1616
833.612,1.73,62873,62425,60345,1,1,1
1041.1894,8.17,63230,68600,84824,1,1,1
335.8868,8.47,15649,27141,24258,26093,27159,41263
634.1327,9.56,50001,57050,56660,29922,33560,1
329.1146,6.88,50368,47510,55162,17748,44790,1
631.1201,8.39,45655,56786,70680,2145,3833,1
355.0686,9.12,57473,47259,53945,24611,30010,1
1104.0288,7.14,1,1,1,1,1,1
860.0975,7.14,192126,202606,209647,212038,209152,231758
286.0803,8.46,44442,44031,46505,9380,14916,1
378.0931,7.93,11671,12184,19418,33833,11990,3319
479.9919,7.15,34517,24185,25900,23353,44008,32872
665.4269,1.73,89554,64996,83697,17082,18624,1138
89.0476,8.56,39569,44712,50389,19197,9786,1
351.2775,2.16,19009,55900,18738,24448,24217,36559
223.1421,5.85,43107,68565,71303,28133,10006,1
794.507,1.48,60157,60080,62025,13146,14068,1
260.8234,5.84,109266,92422,99024,109391,99929,126264
332.2717,1.28,31625,34273,36514,33212,31840,1
292.2896,1.29,1,1,1,34169,29556,1
524.0063,7.13,61593,56412,44139,64565,58677,49714
831.5263,1.73,60088,66713,66354,52776,52418,1
146.069,8.22,77679,66957,51782,34676,43714,1
93.0418,7.43,1,1,1,1,1,1
753.5831,1.73,3364,4086,4489,188803,182604,1
1085.4303,7.97,74293,83441,83473,13948,18483,1
948.0348,7.14,147916,83000,65697,56970,151704,142224
421.029,8.56,36157,48843,50071,5555,8831,329
239.9345,1.44,1241,60192,4612,5041,4231,716
1992.0866,7.14,70645,81579,67766,68088,70598,66796
569.2126,8.11,66746,69805,44973,44350,48816,1
366.3504,1.26,46964,57533,55316,24313,26191,1326
316.8411,5.91,45610,29016,41648,40309,17383,32816
294.0265,9.09,30847,25397,16933,13732,33494,21879
790.634,1.73,1,20005,20700,61932,63158,1
230.0034,8.9,50831,37340,38175,37031,30440,5546
380.0899,8.31,23423,17954,10994,3114,16794,2178
785.5219,1.74,55667,50483,46465,21542,21316,1
562.1192,8.14,65005,58580,61526,1,1379,1
227.0832,6.56,50395,40334,41218,26947,31721,1
450.1045,1.25,19376,5730,22005,3893,2178,3061
131.0584,6.62,39071,41909,48973,1506,8115,1
318.095,8.37,37022,45850,44897,37010,41130,807
841.5588,5.78,1059,1048,1,51751,45860,1
408.1947,1.36,54769,19912,25054,35482,28909,36014
333.1372,7.22,46678,44958,47243,6568,14285,939
831.3321,7.98,49282,25724,49183,26112,28986,1
776.6107,7.14,1,43037,1,41187,39946,35581
262.0099,9.03,34750,33376,20802,24476,39050,25213
234.1621,1.24,40294,17615,24322,22099,14340,9763
688.0115,7.13,58256,25821,20121,47824,46770,42939
1214.1062,8.89,1,103058,106967,1,1,1
352.2281,1.3,41968,24466,48149,18428,26148,23999
398.2324,1.34,1684,24920,1395,5103,1601,1
905.6223,1.75,3891,2142,3181,78022,80288,1
843.5651,5.77,844,460,4790,46715,41791,3055
862.6725,1.73,4543,4843,1,77465,88620,598
609.0997,7.1,51313,52657,59132,40787,47782,1
294.0561,6.95,31378,1,1,60039,22846,16340
262.8539,5.89,1,1,934,1,1,1
872.6978,1.73,57341,50643,60482,32628,35543,567
865.5702,1.77,1,1,1,161134,219057,1
300.8734,5.89,8476,35782,34085,14991,20588,12391
276.1153,7.3,40926,59651,68855,62321,40340,72504
772.5238,1.73,48103,51820,46095,41774,41585,1845
233.0206,8.56,3744,1,360,36622,38939,403
1521.2057,1.73,1,1,1,113224,103086,1
232.0681,8.03,41628,43557,45540,11593,13677,1
2048.0589,7.13,40062,23851,29845,53312,47847,45673
209.9417,5.64,202108,14916,33632,47772,139767,124901
705.6248,1.23,70398,79690,65277,20076,19435,1
917.592,1.75,19235,4965,15658,74679,59333,9354
986.0175,7.15,25849,32457,54777,39817,40796,56626
602.016,9.52,50811,59577,60315,9650,5618,1
621.0308,7.13,72095,40641,69527,65054,69217,67126
416.3132,1.27,46748,40022,50373,12247,16204,1195
289.9152,5.66,85949,83806,72910,73731,67340,45475
519.0756,8.17,34494,36992,47657,1,1,1
287.9194,5.65,51602,46249,46617,8752,45137,35019
260.0843,7.05,13158,23158,39638,34077,38558,39101
171.051,8.37,3132,2326,3472,3166,4824,8998
474.3129,1.22,1,1,1,1,1,1
217.8372,1.44,663,47534,1,203,552,1
689.1803,8.18,143001,152723,165709,12964,14003,1106
846.6822,1.73,236120,197537,226807,204735,204930,1404
320.1053,7.04,37113,41787,42022,41595,43228,40094
314.0859,1.39,1,1,1,3009,1,1
1503.0978,1.73,1,58944,56398,1,1,1
404.0025,8.88,39015,33827,33906,1348,1212,1
596.5495,1.71,19146,20459,15013,22233,28633,3216
306.2562,1.28,25083,28578,27685,28306,28865,971
552.0385,7.27,1,1,1,1,1,56724
579.0962,9.08,329,1,1,44518,50017,1
237.8865,1.44,1,47042,1,1,1,1
360.3016,1.26,41260,42641,36106,21068,19958,1
192.0267,9.02,36081,1,19894,1,19295,7363
197.9832,8.76,23611,20579,18131,25922,23629,27016
265.9846,8.92,28625,35830,38589,30309,30278,2132
78.0116,8.38,38872,31913,37258,25410,23734,22924
174.1117,8.74,41437,44072,45841,29665,36038,1
397.9882,7.1,12506,10648,7055,8648,11617,46379
294.0556,8.22,25508,16131,1,1,14396,1
239.8846,1.44,1,40910,1,1,1,1
498.1746,1.74,8266,4027,8872,5198,5063,36620
862.5449,5.68,1,1,1,1,1,1
