Mass (avg),RT (avg),[Area] QC1-NEG,[Area] QC2-NEG,[Area] QC3-NEG,[Area] QC4-NEG,[Area] QC5-NEG
745.9607,2.32,17728,17878,16041,24614,21639
745.9623,2.24,17640,17920,15857,10956,1646
751.448,0.35,4596,5809,5848,5796,5205
753.4445,0.36,4294,5957,6741,6864,7549
753.6633,0.33,2320,1497,2517,1177,1747
753.7505,0.32,2083,2715,3180,2111,2164
755.4416,0.37,3358,4097,4993,4334,1978
755.7527,0.32,2701,3119,2519,2527,3508
757.7462,0.32,1976,1955,2113,2154,2265
757.8335,0.32,2087,2227,1185,1855,2020
757.9963,0.31,2054,1964,2007,1186,2026
761.6924,0.33,1725,1912,1417,1949,1501
763.7816,0.32,3205,2377,2926,1905,3599
766.0076,0.31,1102,836,1580,799,1235
767.4552,0.38,23925,25211,24652,23598,25195
767.8611,0.31,1807,2130,2696,2074,2513
771.7263,0.32,2051,1727,1476,2479,1235
771.872,0.31,1975,2481,2119,2600,2127
774.4391,0.36,1990,2967,2246,2947,3849
775.8925,0.31,1642,1950,1880,2741,2817
777.7947,0.32,1971,2438,2238,1635,1964
783.431,0.37,10537,14643,14723,15135,12918
783.8398,0.32,4659,6060,5621,6142,4737
785.8385,0.32,1736,2225,2425,1844,2004
785.9949,0.31,1053,,528,795,
787.5054,2.14,6453,2640,496,,
788.8535,0.32,2873,2425,3249,3104,2858
789.7884,0.32,1694,1600,2131,1542,1602
793.433,0.35,22181,19459,18572,20138,20415
793.6493,0.33,3032,1758,1642,2742,1567
793.8672,0.31,9559,9780,8460,9467,9371
794.3705,0.31,961,970,1236,1217,1079
795.4306,0.36,25566,24279,23113,25516,11167
795.9582,2.42,15328,2549,14915,22525,1909
795.9587,2.33,17658,11282,14915,574,1909
797.4269,0.39,1044,636,7240,15343,21701
797.4274,0.37,23240,21902,10053,15343,10245
799.4229,0.37,6272,5874,8637,16283,14736
799.4234,0.35,2801,4111,16320,4388,2763
799.4258,0.36,16925,14812,16320,7023,14945
799.8173,0.32,3479,3373,2801,3334,4219
801.42,0.37,8796,9738,9665,9296,9922
803.418,0.35,4154,7604,7245,7529,2744
803.4623,0.35,7186,7642,6538,4254,4171
803.5274,1.67,1481,3005,3148,,
803.6816,0.33,2521,1514,2176,2000,2251
805.6739,0.33,1871,2606,2811,1449,1531
805.759,0.32,1783,1261,1015,1571,1247
809.8435,0.31,3241,4504,3375,3785,2861
811.3967,0.36,758,25449,24963,26543,14041
811.4006,0.36,25799,5852,24963,26543,24961
813.4012,0.36,7594,16301,15880,7964,16434
813.4031,0.37,15895,7846,15685,7103,16286
813.4489,0.35,1463,1450,,,
815.3939,0.36,15604,14205,15756,13423,15178
815.567,1.78,9459,10133,8973,11994,13451
817.4808,1.62,3653,3159,2794,1462,1474
817.8377,0.32,2716,1498,1950,1235,2455
819.4378,0.34,6854,2679,2318,3719,2564
820.5644,1.79,,62167,26942,532,8099
820.5649,1.83,570,7711,24597,15082,8851
821.7382,0.32,2205,1603,1958,1705,1992
823.3847,0.37,6708,2953,6334,6817,6027
823.5141,0.34,2358,1939,2184,2420,2011
825.3842,0.36,7312,8172,7642,4692,8452
825.9799,0.31,1616,1518,1599,2335,1951
827.3771,0.35,7090,7293,6464,7085,6679
827.5208,0.34,2371,2427,2857,2582,3291
829.3829,0.35,8675,8037,8749,8188,8172
831.3771,0.36,7500,7573,6552,8189,4557
831.7654,0.32,2209,2408,1363,3040,1789
833.4609,0.35,5289,2345,5776,2583,6202
833.9938,0.31,540,774,1105,481,1125
839.5677,1.82,25034,550,14924,23100,23255
839.5679,1.82,6628,27334,24990,8174,23011
839.8596,0.31,1722,1803,1938,1780,2186
840.6011,0.34,1736,1286,2232,2079,2398
843.7944,0.32,2280,2054,1319,2073,2353
845.9531,2.45,3035,10683,19002,775,588
847.5145,0.34,4512,3824,4315,4498,4407
851.8274,0.32,4517,4470,4764,4923,4670
853.3869,0.35,7975,8043,6894,6498,7321
853.8297,0.31,2489,2976,2412,3125,2531
855.3866,0.4,753,2040,6820,2024,1776
855.3868,0.35,5621,7424,6834,6229,6343
855.4593,0.34,1680,1713,1777,1392,3220
856.856,0.71,14747,14730,15720,18801,16423
861.8527,0.31,6729,5962,6024,7607,7356
863.5671,1.84,3815,4200,6989,3907,10074
866.8832,0.34,2111,3171,2575,2520,2912
866.8878,0.73,8247,14473,13597,11717,13414
867.8029,0.32,3103,2613,2854,2826,3858
877.9224,0.31,,1047,851,781,1421
889.5151,1.78,1261,2123,5953,6954,7260
892.1272,0.31,1269,,,1045,735
893.8111,0.31,2096,1825,2068,1486,1502
895.9526,2.59,6857,8588,9096,7347,
898.8191,0.31,1916,1319,2205,2159,1802
898.8673,1.27,4034,3624,3119,4498,3850
899.756,0.32,1464,1632,1839,1299,1856
901.7545,0.32,1743,1615,1680,1907,1955
907.8424,0.31,1523,1811,1307,1071,1887
909.7867,0.32,2381,2821,2360,2524,1806
911.3483,0.36,3136,1853,4873,5483,3327
913.3453,0.36,6416,4654,6027,4640,5299
918.4143,0.35,977,1180,,,2227
919.8215,0.32,5199,3191,3670,4307,4456
923.3118,0.37,19562,17324,15217,16106,17539
923.7417,0.32,1116,1682,1092,1195,1422
925.8846,1.27,7791,8783,9203,8353,7460
932.6237,1.88,7426,9235,7575,5680,5701
935.473,0.34,3000,2585,2686,2150,2716
935.7967,0.31,2146,2046,2908,2791,2615
937.8311,0.31,3076,2501,2221,2678,2450
941.462,1.31,10335,9353,9363,9038,8671
943.3524,1.25,79970,78765,76967,79418,77272
945.8203,0.31,3107,3074,3389,2266,3966
945.9525,2.59,11022,5232,,,
947.5416,0.33,5973,6633,6723,6808,6705
953.7991,0.32,2639,1463,2091,2391,1837
958.6399,1.92,6172,5478,5187,4217,2580
969.3078,0.36,7068,6430,5889,6116,6376
970.6055,1.73,7032,7603,7566,7180,4799
971.305,0.38,7198,6978,7558,7956,8510
972.618,1.81,15713,16139,13481,13102,9871
974.6344,1.87,7591,10901,9425,9235,6964
977.7727,0.32,1745,1567,2135,2216,2707
979.4876,0.34,2334,1815,2883,3081,2156
980.6063,1.69,975,1894,1364,2170,2144
983.4812,0.33,1823,2141,1990,2063,1576
987.7987,0.31,4024,3215,3231,3709,3209
989.2739,0.36,5667,4013,4589,3890,918
994.6019,1.73,5842,5144,5226,4217,3663
997.2699,1.24,15246,15615,16697,13694,13756
1002.6641,2.08,8042,8897,7725,3969,2253
1003.7872,0.32,2518,2414,2216,2671,2822
1004.2797,0.36,1751,1146,3355,,1764
1016.7843,0.32,1072,1353,2563,1588,1968
1020.6186,1.74,7440,7706,6493,5921,4433
1021.7971,0.32,1428,2206,1888,2179,1556
1022.8018,1.83,,,1738,6969,5110
1025.622,0.32,708,1297,,,951
1026.6407,1.97,24721,10926,33070,1792,20400
1026.6415,1.97,46974,44561,33128,22916,7885
1027.2618,0.39,6454,8147,4988,6092,6342
1029.2599,0.36,8257,6919,8528,5637,6547
1031.2536,0.36,11637,11980,12652,12519,13768
1035.6645,0.32,2271,2755,3855,2777,3017
1036.6707,1.94,278107,269921,227536,205497,197114
1036.671,1.88,28029,27462,32421,31548,24314
1037.6749,1.97,3757,66121,38381,24876,24948
1037.6755,1.94,146067,6756,127318,109784,111364
1045.2366,0.36,5454,6248,6132,7252,6125
1046.6547,1.79,8047,9321,9661,8324,6479
1047.3981,0.34,6169,8084,6665,7865,8070
1051.3892,0.34,3840,2943,2781,3340,3055
1053.6597,1.96,54337,86904,34139,40694,32768
1053.66,1.96,73875,86904,61380,40674,32711
1053.6607,1.93,61240,54684,10111,7243,5855
1053.6608,1.95,73770,11591,16104,13029,32774
1053.6615,1.92,17184,86993,6747,9204,32672
1057.7043,0.32,1062,613,455,2178,1064
1059.7917,0.31,2570,1943,1444,2255,2031
1060.6724,1.88,9366,9700,14802,13965,7209
1062.6838,1.94,17966,16618,15995,15375,12709
1062.6857,1.95,2950,6763,15892,3660,4927
1062.6859,2.03,9364,61294,50908,7949,36971
1062.6861,2.03,54569,61386,50820,38351,37033
1064.7679,0.32,791,,,,1380
1065.1961,0.38,689,1363,999,765,
1065.8148,0.31,5121,4693,4198,4012,4321
1068.7923,0.31,1813,1919,2226,2508,1706
1074.6412,1.79,9274,8684,6622,6446,4519
1077.7983,1.84,,,,7417,13210
1079.6765,2.03,39679,34136,27815,19913,14864
1080.0359,0.31,1329,1485,1453,829,1549
1084.6678,1.8,59998,4776,2777,55175,47880
1084.6701,1.79,60236,63340,60710,55175,47880
1086.6865,1.87,12182,11606,13146,11068,11188
1088.6995,2.03,39311,44329,37536,28022,26623
1089.705,2.03,20446,18009,18323,12977,14030
1089.7996,0.32,1447,2086,1769,1741,2410
1090.4204,1.31,22742,29815,27680,28495,29576
1092.7322,2.67,65296,69536,19612,27404,18496
1092.7341,2.69,65360,32635,24786,56642,19401
1092.7347,2.67,6420,41147,38107,4750,37293
1093.7363,2.66,39442,43584,39322,34645,34535
1099.4025,0.33,1556,1881,1685,1947,2076
1143.6921,0.32,4635,3590,4103,5121,4254
1199.2547,0.33,2333,1705,2676,1572,2077
1199.432,0.33,4620,4652,4191,4742,5193
1203.4261,0.33,4366,3677,4612,6438,4034
1211.3236,0.33,2191,3159,2581,2916,2829
1223.4827,0.33,2663,2525,4296,3221,3841
1237.4879,1.36,19031,23049,22342,21099,20883
1243.544,0.33,2371,2233,3280,2684,3187
1307.6141,0.32,1518,2070,1697,1819,1606
1351.2938,0.33,2029,1356,2071,2827,2075
1361.5743,1.33,7773,6748,7041,7443,7290
1387.1359,0.35,,1991,2793,1915,3690
1390.9728,0.39,7590,7636,8350,8616,8410
1395.1463,0.34,3213,4588,2139,2262,4043
1423.5317,0.32,1501,2246,1257,2262,2449
1495.6264,0.32,1912,1899,1436,1172,1568
1497.744,0.31,1374,,743,1202,
1518.9871,0.42,,823,,877,734
1519.7507,0.31,3377,3092,4323,3499,3602
1531.556,0.32,2357,2605,2633,2740,2420
1551.6136,0.32,1888,2161,2074,1875,2663
1580.9528,0.38,5827,5170,6466,6161,4838
1593.6806,0.32,1603,1982,1815,1265,1525
1603.7072,0.31,2713,3753,3538,3301,2895
1630.9784,0.35,2839,2287,2896,3193,2976
1647.035,0.34,2673,2462,1661,2242,3112
1650.9629,0.33,2228,1938,2790,,
1655.7231,0.31,3192,3482,4955,3844,3615
1661.6688,0.32,1891,1996,1834,2687,2996
1661.9222,0.34,2299,2944,2030,3720,2810
1667.0961,0.34,2006,2429,2467,,1667
1671.0901,0.33,2492,2526,1957,1432,2028
1678.9867,0.34,2296,1592,1867,2281,1574
1679.1373,1.82,16103,17354,1965,7089,14695
1699.0479,0.33,1588,1762,1335,1634,1348
1700.7179,0.31,979,936,783,1290,406
1739.6871,0.31,2025,2096,2439,2223,1920
1755.6637,0.31,2836,2821,4207,3617,3772
1770.8402,1.31,4163,3545,3265,3886,3854
1781.6805,0.31,2519,1527,2152,3238,1877
1849.6656,0.31,2208,1518,2615,2076,1967
1859.6807,0.31,5665,5478,5762,6599,5968
1895.6337,0.32,1080,579,1226,1011,1661
1927.677,0.31,2562,3250,1948,3068,2757
1944.5984,0.32,1096,1029,,1160,1428
2003.3894,0.32,,1842,801,1239,600
2009.9661,1.33,28877,23830,28835,28244,24331
2021.9969,1.29,15101,12573,16156,13733,14524
2027.6157,0.31,4609,4345,2468,3593,2955
2062.5131,0.36,5953,5501,6038,6378,6235
2063.649,0.31,2752,1847,2309,2333,3007
2073.3384,1.88,17177,17017,21649,18953,15591
2079.6195,0.31,2642,3082,2997,3345,1952
2148.2791,1.81,4559,5747,7838,4536,6441
2163.5768,0.31,1855,1928,2461,2515,2274
