Mass,RT,SXT-col-ck-1,SXT-col-ck-2,SXT-col-ck-3,SXT-col-7d+13c6-phe-1,SXT-col-7d+13c6-phe-2,SXT-col-7d+13c6-phe-3,SXT-col-2d+13c6-phe-1,SXT-col-2d+13c6-phe-2,SXT-col-2d+13c6-phe-3
294.1834,11.22,65940.64168,48955.65854,48583.79213,30165.09585,21514.42278,23706.97211,12567.44681,18581.41653,19160.26899
326.1914,21.31,82388.74801,77111.95585,84970.77305,56206.00671,58098.90799,44213.61292,68174.82762,80116.96988,64768.79106
242.0785,4.76,1,1,1,62091.66109,37798.09347,44036.56263,1,5807.051333,4241.570001
458.3385,16.24,34143.84444,32664.83366,36063.26196,78488.89364,92920.81731,77008.69917,33582.78795,47479.98143,53784.87918
526.1562,2.04,81125.15521,95800.38431,89526.93411,64880.20304,54085.57645,50781.91577,20676.36569,36699.88955,78988.96937
464.4247,5.07,11420.55058,10492.58685,14104.39681,30547.91894,30067.59414,36238.51329,19120.7143,21387.13917,18913.19357
357.0291,12.1,1,1,1,50023.71491,30376.16942,44848.3254,99745.19578,52103.34674,29660.38631
747.2637,4.63,1,1,1,1,1,1,73009.34772,95489.91437,104229.3836
615.3136,13.64,108198.5995,39573.62406,70646.53898,1,1,1,11746.97019,11976.43398,4007.228407
562.0926,6.32,54023.22805,61355.07503,66905.99474,41253.43865,39513.67971,56640.67069,53050.56993,56517.04697,52209.02546
247.8936,21.29,37733.97395,35048.42124,42456.27216,33602.04471,26499.31934,32739.05808,59303.3865,52584.6324,48429.6045
117.0579,7.65,49035.97381,40570.79771,47238.25281,33712.85163,43168.53346,31048.47969,38062.73066,32081.62251,25224.30855
386.1206,4.18,71301.09855,63382.47451,68097.3053,1,1,1,55791.66905,60720.06355,67469.01063
259.0843,7.68,56867.4555,48113.17616,43664.68297,61123.78006,74937.63551,73512.44887,27505.87135,28062.28116,34333.40972
114.031,5.07,24278.83205,23641.60416,24923.65021,64281.50501,62628.08013,58132.81866,22080.47601,26902.61052,38536.26886
350.1569,4.59,4620.267713,987.7943223,4558.036756,66774.38737,55323.42899,60022.74289,4170.332964,17442.79346,18703.74685
506.2639,11.51,81546.74857,57959.83608,69680.22566,20885.43815,14087.16997,15917.95454,18840.2884,22781.55973,15428.95255
504.1688,1.43,33535.64994,27361.86249,32931.24883,29699.49667,33959.80538,32036.82196,47428.2345,64957.14769,58514.33465
652.1488,3.94,1,1,1,39788.19093,44733.08918,47201.04999,89094.11312,94073.26436,57970.28354
338.1205,2.89,1,5465.255508,1,84409.85174,71461.63806,65746.98434,1,1,1
516.0479,3.16,1,1,16811.30238,100476.4066,111219.808,57045.81781,1,1,1
372.2386,13.91,23890.94089,20770.27326,1,16204.27975,37652.42986,25227.76505,47073.95459,49185.46943,30869.36524
934.3306,3.08,1,1,1,48458.53486,111651.2669,77139.81844,1,1,1
686.3863,17.92,84411.05584,86132.03774,82653.59186,94474.12435,96724.52987,92991.38971,103153.8157,105057.2893,105759.1454
624.4227,15.55,43931.89459,57579.24545,67444.95179,55939.09068,45249.33461,45639.00437,53784.63084,68340.49758,86448.91057
300.7826,21.39,92291.21577,95113.82752,100136.8952,98727.45798,34413.4607,91456.54049,104740.9119,101953.0661,100855.6829
439.0456,1.24,4826.842567,3998.721352,4885.042948,72331.8019,74945.07661,71906.8403,837.2811386,4020.967197,6617.233086
538.3339,14.18,33472.15141,20043.10689,27320.67477,27333.78683,15322.27648,24072.90818,17529.34262,20860.73176,18490.93574
377.1414,13.67,5167.303153,7241.697455,13517.15597,1,1,1,1,1,1
548.0642,3.73,182477.2036,225107.6231,192634.0062,185030.939,188521.4532,165256.5089,191203.4259,168285.9634,171121.1359
711.2072,3.46,1,1,1,51125.9819,41913.90283,42568.52386,62295.91869,120751.0987,99589.571
304.9196,0.81,24210.32741,27680.0116,28447.00614,20237.12056,17635.34923,17731.84042,31101.29154,35645.21395,30319.23353
1031.1409,3.07,65747.13626,83451.43274,105908.4994,42962.44137,45187.23285,60081.58679,80775.26291,98755.84428,101323.1149
592.2338,7.67,42456.21333,46069.16994,35579.59168,55020.47945,78105.81401,70818.14377,69488.03769,89186.91173,82452.03974
238.0469,4.68,6245.576904,17260.10284,13333.50794,40634.26908,59606.61622,43901.13427,1,28870.481,41380.03437
597.2282,11,9558.806113,6650.565996,10611.73855,30163.43031,32504.01041,45571.09717,7574.467418,10725.93573,7417.617578
372.1966,4.8,1,1,1,28221.24879,24707.57327,17153.56582,53088.35437,69703.26434,46218.17529
376.1858,11.31,1,2034.401683,1,1,12986.89461,5974.775622,2885.569344,1,1
315.1008,7.89,37965.96034,25416.08468,22284.19125,17756.65008,7930.509145,20331.8484,35374.67498,30544.74689,21116.3991
136.0558,2.1,33327.33309,11475.54801,24398.07327,4278.073499,1,1,70764.9153,74295.38648,45085.35255
430.0722,2.64,58026.17136,43883.69988,37499.43544,33421.97094,18772.43895,21670.24617,45980.75088,30452.20239,33066.70531
954.2606,3.56,72285.17779,71444.593,78672.67185,51270.53526,54431.24885,122090.3494,44489.36373,57866.02634,59947.96394
375.0796,3.82,22172.95725,19385.21248,26583.16944,35243.62492,39852.93208,35867.68506,12167.41051,12339.81425,7920.996591
537.0537,2.41,13037.17079,18886.56614,17433.90838,68563.888,73481.43905,62279.3632,21621.35827,19812.03661,10712.47699
550.287,11.32,1,1,1,41018.83965,39784.70323,35556.73327,87831.91094,90924.52465,55867.26743
923.1599,3.04,117288.9978,102101.7364,118700.3268,26431.2098,23821.47761,26175.37539,88645.82816,89362.58443,76684.76066
277.0049,1.22,1,17639.28031,14279.21227,2989.305796,2653.587226,2252.54837,24690.27632,62880.57832,51632.86853
544.2403,14.35,1,67312.8543,81210.34001,46277.0621,1,1,1,1,1
186.0428,8.4,77046.31728,66880.91083,81386.51137,62647.44102,55028.0941,60820.37096,41895.18689,48504.21921,50873.72104
532.3544,16.98,80596.03378,105748.4371,98935.7535,42357.19402,89139.397,73481.12418,38492.22215,12755.68957,19072.60313
451.1299,5.97,45407.42592,40355.10971,58254.30574,23239.5022,28901.68778,32563.14044,54475.01397,22729.13085,23596.1192
725.4647,15.82,67449.86362,63318.28125,70345.61014,72681.1562,58541.26267,46936.97999,66410.93639,80576.46309,73270.96641
306.1374,2.36,25964.88031,19745.52136,30187.11892,38428.34429,38620.19091,33925.55022,45557.5063,25245.15856,12783.10767
522.1128,3.24,31789.2636,53034.15563,35154.13075,32427.22019,35790.75203,10395.80338,13271.10566,13839.13981,25113.26249
906.3581,12.69,1,135338.3616,202319.7696,26124.77657,22258.83992,26749.70372,80695.25707,50602.3672,41070.25693
825.1912,3.63,48972.32425,42462.0476,80261.29313,32277.59052,38041.57698,27557.94535,39912.11744,1,34533.78385
334.9805,10.75,84666.00667,30033.88356,58210.63547,25237.65367,39490.27124,30755.5222,23902.40616,18779.51572,11832.32689
1073.3416,7.05,21338.16618,23222.99007,25873.94132,66130.2156,91383.71026,83543.41776,18175.84617,37765.71277,26529.77271
310.0454,2.02,1,1,1,1,1,1,60467.78667,78522.39832,75524.92361
415.0553,4.65,1,1,1,35648.10339,31996.85568,34339.25043,84587.94972,82543.37498,83833.20705
224.2138,12.35,1,1,1,48589.9408,72236.47363,81646.65552,1,1,1
995.2311,6.74,93402.80043,118186.1351,85602.59112,47862.46421,81325.83253,69937.49136,72128.3069,91732.85939,112380.9607
374.1333,14.86,26149.29011,22440.14988,1185.728565,1476.920864,13034.17304,8072.115165,41938.61067,48769.07445,29424.4765
559.1089,12.7,72556.48089,77108.46085,76905.12556,16083.67517,23836.71058,19115.785,60622.31303,39267.02697,34787.78202
878.6113,12.79,1,1,1,64378.11822,96029.62355,89836.5774,1,1,1
365.1103,5.12,34680.51331,33688.36297,30232.00695,90428.47885,99315.49299,84509.81526,29704.61326,25604.69112,26888.78257
275.9969,4.42,31599.61779,38119.24456,34276.87223,44085.80893,86527.29299,65542.56616,48065.07399,43071.03694,47500.32149
492.1795,10.94,128880.7505,104886.5368,93954.00966,44070.74514,56690.83565,48484.28449,94180.89953,61851.91589,42457.47048
494.1875,5.8,1,1,1,73777.43658,91835.33118,70567.86945,38587.8318,48011.41323,44750.55922
626.358,11.6,1,1,1,83569.56747,110204.57,97377.76298,12946.48772,11763.41095,20037.39026
474.131,11.86,29895.16382,26735.93526,29454.59721,8562.531049,18258.84318,15894.88858,33238.59014,31160.1602,27172.25559
378.1259,3.29,1,1,23990.87533,28003.69664,35082.14793,1,81605.98386,71906.47164,1
621.1968,3.87,2200.455751,6535.612164,1,107770.4574,72810.31632,61116.12739,32805.08049,67454.36862,50493.71757
154.0139,4.09,2918.021146,1268.327447,2535.754564,45727.51982,54387.56786,39037.07533,1,501.3349529,599.28109
402.1513,3.59,57190.848,59672.77894,61009.02271,31322.26185,41356.91088,42740.32535,48693.59867,44997.9089,48532.66743
138.0579,2.85,8724.457609,8149.976071,9860.487086,66920.60463,55317.74939,45580.26397,3019.532428,3174.629575,1230.526775
320.1407,3.99,1,1,1,80079.92465,62857.29419,63032.08366,1,1,1
303.8464,0.85,78031.5179,86010.14732,80519.76718,60560.30949,53031.3739,56820.27752,96770.44271,90000.38508,95067.87306
413.2234,8.15,10688.80104,10137.20473,8527.240711,76263.53815,96368.91184,91991.74368,6894.604905,10884.2322,12707.7377
436.0599,1.77,1,29375.5867,33516.89934,1,1,1,48171.97373,1,27746.4645
442.08,1.78,1,1,1,19954.64321,31111.17121,25078.01044,35075.52621,72617.06997,53485.2605
298.107,3.69,10846.0589,1,1,20170.90257,13374.27868,18557.73497,88124.78682,97374.0342,77063.66367
353.0782,5.83,32135.63667,22530.00138,25714.44548,60219.14498,58028.33735,60959.48845,29382.35895,25231.66311,24380.20603
184.0466,3.58,1,1,1,17522.21908,11673.91606,16284.75001,90951.06073,84322.84602,49738.27936
402.9701,6.85,85105.48922,63288.76197,76866.26849,37631.03756,29239.78282,36619.40856,47670.24679,43148.01875,30205.02934
808.1884,2.81,78087.24466,63458.00043,78168.72224,65480.68634,56388.34129,48891.04117,56142.37775,84927.9981,63827.81049
371.046,2.82,84751.46093,94943.18166,79566.48223,1,23744.0416,9918.138688,59363.86683,71429.18866,87305.89731
570.2798,11.81,63785.36543,50938.41159,52446.6695,64100.99922,104103.9426,72490.02092,23876.43775,21639.79484,25446.27466
330.0947,4.09,81244.50955,40149.10865,37708.87286,1,3639.362931,1,23484.16389,71436.91554,18933.0713
367.2713,13.36,13104.21399,13567.60003,15211.51834,54192.37653,73031.41171,64743.01695,11876.8403,17529.76986,19653.29154
509.3112,12.93,1,1,1,90572.36044,53351.5159,74868.52639,1,1,1
434.0456,2.15,117079.0289,76511.47509,75486.89315,48546.52123,92118.65423,66505.28956,91969.36142,94280.84668,69011.64222
776.1922,7.17,33948.56489,34526.79148,29662.6647,60880.05919,69974.63046,69791.01495,7082.293325,15074.92468,20810.46151
145.0375,1.23,24171.53,24710.31918,26170.06293,55051.42488,101972.7213,21425.06397,18415.60462,21345.00819,29644.8099
423.1102,3.27,1,1,1,95739.34551,93183.84834,99114.11357,80368.60164,87015.48878,78615.34482
133.957,21.26,62158.40047,45183.58299,41079.95504,34319.2026,34561.45732,33560.06356,40849.99259,36120.05128,43461.67514
242.0188,1.27,63191.95584,70195.71802,63583.65051,6904.038827,6292.037276,5962.301406,43960.72432,46947.20921,48232.35574
366.1256,2.89,1,1,1,22472.80874,41384.23166,23013.58041,33260.30116,67633.91702,30891.96633
214.1565,13.17,175304.9004,100934.7164,148943.2493,20181.23732,1,9290.144921,213.7707211,1,1
654.4119,15.25,52155.92173,96303.93031,69487.86977,15184.97918,1,10661.8126,3951.476429,1,1
828.2453,5.37,1,1,1,56862.30333,70472.42567,66309.18222,1,39231.52406,1
363.2983,11.45,63377.53322,59130.04935,60862.70382,43988.47631,36492.18692,36984.09883,84362.95488,93242.21538,86054.21234
714.1777,5.44,90155.62287,71913.30568,81277.78536,22895.65793,17680.78986,16940.89528,54151.88487,54368.68098,41629.19215
546.2118,4.95,1,1,1,66260.26788,94350.70757,71915.70531,131671.7909,160114.26,117865.928
752.1469,3.99,1,1,1,67295.36337,30780.96051,54854.55415,67082.04802,57525.30191,55170.9856
834.1452,3.06,90488.83311,66248.08019,75687.11655,37408.47437,35929.31105,32283.08972,85619.66291,73078.63491,75153.43632
305.9994,1.03,1,1,1,1,1,1,1,1,4834.361017
496.1891,16.48,64874.65662,62890.93149,68904.73052,108761.7244,1,26074.0733,3102.041612,1,4391.710729
1055.6413,15.12,73954.84485,56010.11675,60000.60823,7917.877508,3564.256653,1,49576.48565,68706.242,67401.98374
352.2589,17.59,94562.00917,80688.47296,96600.50745,51199.54794,62287.33282,54522.65039,96735.8751,105705.2511,97187.79353
326.2241,14.99,97276.18599,60351.72793,51876.99221,48249.62639,107939.889,67486.90058,39477.23755,6537.695896,35554.30208
729.4184,14.54,35584.44019,3410.307288,8817.610945,1,1,1,61597.30103,60941.68806,42247.98888
544.1973,5.81,576.7628496,3845.828937,2945.144955,50443.49578,56270.91173,50438.43835,66883.62202,69893.75583,51879.76802
368.1683,2.55,29013.25221,18693.87556,26403.04953,47088.69702,76028.28962,55094.11522,13394.70491,22511.47558,30138.26431
742.1994,6.84,79548.06934,78101.17509,82159.92727,63061.87061,72063.25283,65010.20934,57949.05899,56433.62594,38956.44456
495.2229,12.67,70873.19564,39418.78271,56037.09722,15476.7649,8450.051676,11555.82188,20137.52565,18334.21688,1
561.1469,4.67,1,6085.429979,5892.11657,11643.56177,13902.83611,12728.53698,3685.224014,2382.622162,1
270.2195,11.1,1,1,1,70672.01588,49879.37196,54812.71062,1,1,1
427.0534,7.86,1,1,1,27480.54329,35888.3063,31670.02535,1,1,1
317.0122,2.31,77220.91913,84114.11082,77018.94611,39991.22695,43585.40975,35286.14839,66954.35221,68047.29853,74107.85551
636.19,2.77,29021.66817,49995.68188,46800.84256,93077.45625,113706.3569,113696.5851,48368.6311,76267.62333,78283.81219
292.1059,3.04,19190.97132,1,20664.58385,23362.65393,1,8963.790688,56446.12052,69430.38832,63200.58161
506.3389,17.79,86476.03619,84389.22606,84654.19038,55908.51246,48272.66524,62631.94451,108470.7088,111980.3409,81502.76097
711.1641,4.66,34728.05989,29357.61173,29735.90273,37604.82889,55112.23227,47338.92032,42713.70312,62754.48584,87394.70435
494.166,3.43,37807.18401,41451.96041,35208.5851,27232.25509,31184.67736,1,48900.38086,16986.07498,29024.4526
396.1812,7.72,8906.55499,12129.63141,13199.09944,48000.81762,61233.67553,56982.78418,8741.215152,12373.40698,17040.32808
194.0577,6.79,33961.53042,56889.50943,48801.22691,52225.10621,66602.60271,62454.82976,35573.39585,53706.78076,67054.56386
479.3009,11.88,61721.76877,24999.90738,47081.22476,6791.677445,7797.143897,863.9901767,15455.77787,19215.69226,16896.15025
178.0476,1.25,46864.67398,32743.94629,51318.06319,6237.257637,1,13645.20553,42002.07324,32835.33138,51439.45275
194.019,3.16,23145.96434,40884.36513,36867.31136,18496.42528,18079.34816,17784.27209,11210.83413,18089.01546,65213.45259
904.2595,6.79,43193.83012,70957.01287,62265.58379,67463.82235,61815.91632,60479.82099,72665.44775,79114.34152,93684.61929
944.5031,12.29,19152.87523,12625.62524,12287.06166,74648.70218,122081.7457,97042.42432,1,5655.33928,5441.911634
516.3435,15.59,1,1,1,81958.1269,83036.59463,102667.9449,1,1,1
163.0301,6.58,7593.290198,14897.95648,8538.253166,39075.54347,58438.0949,43386.88254,8912.902282,13719.51889,28188.25226
650.2005,9.44,105260.9878,81592.1026,90353.95939,62503.30733,69131.10878,53105.15245,45980.54438,44328.63893,54192.8325
595.2276,4.8,1,1,1,20063.63537,91487.61985,58589.23545,50970.77002,162263.4422,139184.1507
769.221,6.07,59877.20736,48658.44931,62611.72049,1,1,1,1,1,1
540.1742,10.65,84430.4058,58321.19578,70594.44911,44771.37608,42583.17233,44710.37044,42941.24,52614.94918,30754.54733
658.1782,5.65,1,1,1,89493.14398,73097.48132,89031.7982,90436.48546,92725.50245,88727.36777
282.1304,4.54,1,1,1,6579.27392,1,4163.978467,87204.89817,56809.58752,63330.31443
608.028,3.74,30857.37065,55717.12162,50734.56579,38306.70775,54527.60431,43033.91945,59906.92325,52591.37335,68200.64447
172.0634,5.13,33161.55408,31250.73527,53439.38824,83408.26072,71324.85998,71787.44822,39768.47578,48471.68777,25153.10867
828.2279,3.82,1,20241.27582,12767.84343,66311.78086,65089.33597,90504.08324,19912.22914,19342.97027,28770.93801
145.0529,9.6,16554.26414,23164.0649,19857.31237,81710.30735,49165.31756,55529.97835,26622.46688,41928.6962,33535.24992
408.2692,12.93,1,56613.39269,96225.36887,77747.86006,1,72537.26302,1,1,1
486.2847,16.38,1,76746.44299,40736.87583,63122.6871,1,12021.93787,1,1,1
902.269,3.45,85172.44283,94629.13821,42475.2315,47185.82665,48727.2957,46024.42854,86211.91523,120535.461,80746.16371
736.342,4.96,1,1,1,71067.20672,127834.811,116529.6446,90411.15685,73748.0379,80957.92796
489.2851,11.71,85523.4084,39893.70495,64507.70008,4535.996169,4462.549874,5678.787713,45017.76916,57012.0544,34217.25771
491.2013,4.13,47106.15345,35073.60682,38105.73837,120892.4976,183444.3436,128242.0803,1,73894.68312,59010.37181
460.2118,15.64,105243.9103,96052.13119,102365.0643,66573.91359,1,28360.08497,1,1,1
648.1654,3.82,1,17092.02925,10156.48913,72763.46041,96926.68147,69083.17869,1,16691.54309,35192.75903
860.1697,6.31,25177.57213,58324.19408,36722.10988,66890.55121,69565.21013,70964.3399,33584.53377,59855.74532,94499.50718
762.0914,3.92,21192.31242,22429.73172,32901.36402,66122.48631,61924.21311,76819.1289,26659.08948,17747.63383,28788.67933
515.2183,8.39,7805.000544,11299.58096,5731.128847,80140.13007,75971.9509,95607.49744,11690.10811,29829.79267,21623.25671
478.2329,9.86,17185.77197,9337.040192,6341.313616,41041.31525,55398.52073,62523.5345,3740.885541,2117.50627,1
465.1433,4.09,12350.04065,1,1,1,1270.884638,1,42404.638,42276.24684,43941.52709
404.3127,16.95,70306.38991,75504.78166,71481.95867,26172.00796,17014.61252,22364.45484,57820.74894,46240.58633,61870.55238
482.1315,5.47,71231.94444,68852.76789,65848.72323,38193.1393,1,1,52243.70797,44066.52918,57850.43768
874.1938,2.81,89680.40019,82638.88527,86355.62866,74481.79697,53286.18346,27469.27557,91200.55156,87535.47619,75482.53222
396.0985,5.99,59338.28126,49868.85367,51631.20424,45177.86162,69500.13493,60082.60042,74539.06888,58037.84548,45714.31989
506.0196,3,83049.07631,73217.27375,79381.693,16692.01304,8902.867651,8343.631412,84665.26825,76606.46013,75184.41
809.4036,14.95,65597.8414,74247.51624,79578.07767,79055.24587,88748.90994,77917.60549,56594.89087,60462.2408,64374.0496
708.354,2,1,1,1,1,1,1,74076.60048,35083.0756,19040.50937
285.069,7.05,9213.522875,12246.4652,11766.61641,83834.61209,76441.39833,67502.65144,15741.5186,23509.49733,14814.07138
924.5188,14.78,77751.41649,59374.54607,61924.20468,45497.6807,88692.15055,77969.1118,54833.99791,20683.01333,66672.91852
372.298,14.61,77358.01397,55337.2164,61001.98862,41543.26315,11135.22913,24176.86983,27889.96891,23317.3707,28844.60482
299.1096,4.79,1,1,1,1,1,1,78430.74414,64796.29157,54917.12511
228.0125,10.51,35038.29422,28204.09014,31280.24367,57094.59068,46515.01486,52054.38106,36275.09647,72024.07352,27067.37992
740.3061,5.36,41396.24792,28592.19193,35978.42948,64607.97511,87593.07173,70481.22125,23089.44783,18073.40767,35934.6361
326.0614,1.9,31138.64792,26045.50618,38890.03588,49168.57055,48952.98618,55832.63385,107955.2159,52444.83021,39055.50602
295.1057,2.76,22200.56931,67392.9527,49811.79718,32352.41206,15695.91055,28565.00897,11380.91136,47741.48927,65497.72152
676.1188,8.44,23818.53081,20372.87326,23128.29799,88326.78043,112822.3512,87856.18052,18754.69927,14444.07968,13006.3468
840.1643,3.05,1,1,1,40691.90825,47551.81827,45474.96749,100435.9334,97742.51652,70581.86184
394.2837,16.94,64617.20826,76653.16956,69037.94449,41022.87804,24168.79727,31436.36211,42833.50304,36767.18521,49356.13644
466.2037,5.81,33854.38021,39025.58489,27318.43191,14441.87437,14309.76062,19065.9895,38839.03708,56521.71321,98032.26856
535.8811,0.79,38321.08708,50618.64522,42470.37846,38416.90012,43113.00551,33675.93605,55942.18616,56238.71388,57739.47322
652.1892,6.55,74045.72999,70288.40774,65004.62675,83602.00667,86335.22228,93759.44705,49737.7768,48678.82498,45531.50185
120.0573,4.53,31187.0668,29007.57845,28415.85709,56926.91318,43416.36968,47888.3033,48865.13452,37920.0249,36245.31456
551.0694,6.06,37123.13227,43143.94422,50592.0524,79730.55409,72135.48743,72239.3249,44063.54887,65788.44826,94374.09098
658.0004,1.26,240.1111045,1,1645.98473,29723.45056,34858.62619,16720.9863,10144.13828,9307.381142,2658.68379
547.1473,4.21,69642.94964,1,1,1,1,1,1,1,1
618.3759,12.75,1,1,4725.651987,52903.69551,109253.5346,53733.5135,1,9669.643464,1
739.2142,10.92,1,1,1092.63335,104725.4903,50578.61378,43954.70847,1,1,1
500.1096,3.62,59280.90368,48391.6467,51779.12416,43934.62584,1,1,28353.24134,53479.62972,59769.65077
547.2876,13.19,19914.84224,10302.35915,20972.36061,11359.8748,1,1108.058539,1,17290.75254,1
730.2463,6.7,37135.5033,25704.14018,52796.42823,71356.66182,88221.81234,74255.59241,22960.62673,36494.75738,38968.06839
194.1469,3.86,43626.06332,63296.83316,45084.95248,53607.29618,60295.12963,48867.02345,18351.11078,25766.07157,29317.28045
263.9395,0.77,78984.1054,43745.81189,76684.13786,45397.66227,73355.02305,73724.59963,76646.85929,42876.55008,64204.08915
354.149,15.43,5284.756845,19718.02556,19540.48857,63534.2256,101559.4417,65555.0814,5765.583068,15109.33604,8134.95726
528.2896,5.03,74751.15739,61489.10682,62137.45637,62875.13083,108120.8424,75182.84526,56798.58771,45814.3619,36597.1604
776.1835,3.82,39819.16984,77974.17942,61477.02402,1,43579.02932,35905.46791,57239.5236,66571.4379,55911.69953
262.1414,5.14,17033.35129,12132.26398,11227.46711,72420.70791,69551.86782,70589.54421,7102.190586,869.4163759,13231.58094
454.1065,3.67,41271.49669,39900.45748,41419.17527,15689.14765,23134.24929,19824.97407,22377.72979,27331.81739,29413.8272
229.0021,6.26,37082.25253,70472.78662,51697.03609,47751.23918,39764.21499,42264.82758,28767.83102,51173.52647,77314.2468
640.1418,6.28,1,1,1,1,1,16282.5588,1,1,1
227.0433,2.17,31217.75687,40092.6754,37823.79247,38808.62998,1,1,1,63366.82696,73231.88981
367.075,1.31,24978.88758,37948.09239,33507.9492,7666.689492,7579.829976,1307.852752,25857.28415,49403.72399,67217.31067
345.1061,3.22,54706.822,49902.20012,52528.06961,35885.83473,36837.0077,39358.88203,68455.93848,52039.37863,48844.68419
798.2358,5.27,45948.42692,48878.10744,72108.2278,1,23667.75589,16969.69085,23966.36569,53423.505,1
1073.5173,12.29,98904.1388,90691.40325,103766.5117,22590.69186,17730.36835,17799.58978,64001.38617,72240.19464,65630.9156
222.0277,6.89,939.9667755,2111.531021,1176.515202,71378.29975,88852.72744,84660.99484,1117.758547,238.0193833,2069.08893
550.2644,12.12,1,1,1,50183.59508,96793.16989,91058.34521,1,1,1
946.1402,5.83,55765.50955,51081.71635,48076.25169,93699.34279,90477.56427,70723.2251,29717.27608,51807.73499,62166.06572
570.2419,14.36,1,54005.74859,60083.71584,55804.32001,1,1,1,1,1
452.1847,14.08,61557.90931,47805.79394,66427.14122,36239.30714,14385.87845,20016.76531,31592.67972,34971.38995,32554.89355
928.34,12.69,73750.79826,58162.9029,67213.42366,13378.37186,14161.8712,15632.60164,61222.06406,41287.5412,34779.80167
564.3904,18.4,1,1,1,47014.65224,53826.30326,52565.93328,96660.68771,101927.8311,50842.84029
205.077,3.68,45207.08159,42398.31533,28867.072,1,26724.82691,25896.74671,23362.54112,58254.12768,79980.86471
922.3032,4.3,1,1,1,45655.61539,35153.41578,37493.86333,75443.48902,81901.73096,54923.63434
522.0145,2.09,18917.93859,5975.6358,4045.105233,44233.57525,75881.6684,58695.35296,9059.749066,11052.93918,11059.92688
563.2718,3.16,82695.51386,70442.83525,79552.93528,22947.13654,21396.38423,25341.71284,55392.18072,61289.39498,67697.68952
522.2584,16.4,65281.7759,80843.03947,73501.76251,2424.25369,3167.846188,11392.0105,111994.7778,76853.56549,108868.5032
636.154,4.31,1,1,1,46124.15052,22291.38713,33892.91764,74311.90958,77652.14325,53400.17776
358.1055,5.12,76100.08929,82299.6163,77536.12766,82019.03796,69852.90466,79146.05433,92787.49749,81655.56392,84492.74203
796.287,6.74,4307.426483,3335.486824,11273.90145,1288869.275,1295053.401,1345696.487,227106.5896,636443.673,677193.5577
1068.4064,3.8,1,1,1,77736.82984,99623.58623,89042.35151,39402.06944,57809.85883,39492.60122
809.4836,5.29,136801.3529,131372.2168,138210.5238,91150.45745,59664.85609,77874.33939,79457.90981,73910.5922,72873.05297
421.1216,3.05,24480.38103,16872.01207,25940.30103,45637.43933,1,54112.76528,9765.83128,10369.47476,22047.17231
205.0896,5.37,43747.48648,28244.8281,37594.08016,69281.34158,77922.02203,73324.7136,34845.26407,24072.34044,25278.52642
336.1415,4.94,1,6664.886943,2374.094085,73977.99481,62726.473,65555.71385,1,1,1
895.1881,6.48,99587.77357,82098.30983,101022.6839,64327.14444,75949.01842,66833.75406,54305.70172,81964.92042,53354.57258
695.1298,4,55104.00857,34697.37674,62871.24547,68056.19415,36199.0336,39558.17868,88516.80945,62655.16917,33898.77975
466.2012,5.07,17490.76558,16087.74787,13155.35641,52491.98991,67705.21119,62179.96143,17358.42249,18689.14554,18909.72407
175.8712,21.3,79104.68561,79948.38558,81383.48658,75554.26801,76097.45888,77124.04995,83303.27526,87883.40885,87012.18741
328.1158,3.8,35518.1515,36115.25175,35541.00805,1,1,3483.618094,11070.13709,42725.16738,63681.0792
316.079,6,29507.78085,21062.37963,33582.33739,28861.26574,43718.43377,38271.16486,30807.34204,23361.69052,15962.05246
1071.2899,4.09,89201.51628,44473.04099,95564.93177,18237.70963,26668.01287,31683.33301,63785.69981,38675.86106,48948.29265
194.1073,7.94,97366.92994,97327.3981,98255.67119,91505.23596,95250.6508,74005.23465,105117.5883,96638.67,93814.15407
1016.2131,5.24,93491.10962,47164.76456,100958.5502,44130.92188,57432.804,53751.8594,56761.29985,20705.54029,66102.27516
125.0477,3.6,43154.32357,40454.97755,36939.00389,41109.80095,42367.77952,54793.08015,75906.8687,70577.00036,56208.65247
530.3223,15.83,80178.82771,55652.02545,61588.35089,48437.15851,10916.09707,30988.47501,1,2192.39505,3214.200982
432.1912,11.14,79083.15024,68188.13305,75037.2525,36428.85491,16909.56553,26180.89305,16120.04632,14409.52018,24888.72597
331.1322,10.87,25791.33668,26809.14434,31891.88885,73454.68379,65929.59361,60846.3278,26631.56539,26861.26535,15497.4059
819.1275,2.56,20637.73897,11999.26556,12844.41571,88886.7674,77427.50213,87057.18541,18220.49437,1,2443.887972
216.1092,3.17,1,1,1,47238.60944,43134.16065,48400.73977,83423.81347,72385.79501,50476.06231
476.2913,15.99,73500.47306,45131.09432,37974.83424,30476.36712,90865.49454,54927.22937,13459.98384,10058.68145,7918.455869
201.0634,1.36,20867.95002,45271.43191,11248.28379,65304.71987,39492.78129,39972.30105,47717.07495,58266.39044,27331.05865
794.1867,3.4,80694.78124,79421.45901,71218.15232,21502.17593,153442.6966,38034.13345,20904.90585,11464.49498,29659.9549
1088.5998,13.31,53506.04228,20283.61947,36800.67671,1774.512314,1,1,7705.133779,6819.09771,9363.165706
390.1137,3.33,5749.272484,19926.74207,15230.39812,1824.464781,52389.68797,24224.25661,45709.65234,26304.53317,35310.5471
