Mass,RT,SXT-col-ck-1,SXT-col-ck-2,SXT-col-ck-3,SXT-col-7d+13c6-phe-1,SXT-col-7d+13c6-phe-2,SXT-col-7d+13c6-phe-3,SXT-col-2d+13c6-phe-1,SXT-col-2d+13c6-phe-2,SXT-col-2d+13c6-phe-3
476.1882,4.61,1,1,1,1,1,11775.28384,1,12669.55533,15317.19595
924.3033,5.8,64984.99576,124485.3206,152966.6796,40096.90395,67835.10625,76631.19777,131488.681,53803.1607,134151.0863
350.061,4.01,74822.63398,131779.2157,54580.8855,117174.9541,64233.2833,108172.4946,74178.4116,97777.55776,85618.89622
332.0357,1.36,22451.08866,16377.39491,6082.298926,140256.4966,167847.1231,147345.4693,59382.54836,70604.73587,1
850.2284,6.63,43126.11823,44335.91377,1,30821.42242,52173.04766,54981.9763,32681.18876,32617.67756,20826.82186
864.2757,5.34,1,1,1,257714.4906,212253.5687,227333.5335,48922.40794,56557.72982,65809.40627
421.0968,2.7,3964.307178,2949.982275,1,219089.5291,194724.5704,189751.6599,1,1,1
461.1375,4.78,53442.82225,62452.39743,70360.43186,64909.79838,50854.29617,50363.65442,200749.5739,141622.204,206842.58
856.4841,14.04,217312.8168,331364.6453,236870.3465,1,283111.8058,340905.4067,1,1,1
488.3118,4.62,200571.3774,196830.2096,245869.5993,124286.8856,59184.63094,126280.6842,15641.84779,34020.96446,60215.20758
582.217,13.11,4135.25704,1404.873246,3428.812764,453.8226667,2688.762879,1704.80836,23424.233,24539.65877,17217.68258
316.0183,4.44,44583.97603,59031.25002,54549.60231,140609.0205,225115.8515,192473.3652,69761.0714,84930.99042,92906.91877
304.0796,1.52,152183.5413,166744.08,151378.0369,50626.02087,50838.81756,39688.80442,109098.8525,142097.6883,199270.1235
396.25,16.36,151534.9095,218351.4808,191193.2456,81328.35791,5658.548982,37363.67302,20113.85806,16154.50253,21555.25114
334.1421,12.64,122259.417,108051.596,112938.6584,129060.4408,118804.442,125377.9833,155252.4452,154305.6759,139288.7766
140.0085,1.38,21100.27253,22615.21789,21968.99995,154340.6341,152864.0888,157653.6663,37851.81893,20985.33801,23800.28921
170.0477,4.73,40379.27252,37914.68454,54981.71737,128318.2409,95117.46605,112803.8102,53430.42652,65177.35819,70786.05787
206.8468,21.42,124371.402,139445.0857,1110.122549,233301.1436,212616.5661,38042.83289,112264.224,251422.0852,123593.6745
582.2177,12.9,1328.127327,184724.6322,220128.8938,138073.4339,1,111102.8908,1,1,1
570.134,5.09,81793.46612,54311.05113,53309.10914,1,1,1,107989.4735,128494.371,108474.1119
475.0872,10.27,167304.7243,122304.4124,130416.913,165671.9876,306457.3945,188122.9013,140544.1343,136821.0365,129261.752
300.1413,3.34,4280.249747,8390.213555,9458.629491,75109.66275,71375.76793,67065.42218,216307.8952,186911.4386,142402.6323
658.1711,12.72,223869.0721,189043.8634,207599.9495,143499.8828,1,110023.1661,261489.4117,247237.3203,235695.6954
352.2608,16.29,193667.3073,197159.2138,210796.6136,137914.8986,137116.9063,130721.9319,177811.0812,168945.3733,194601.6495
381.1092,5.09,184795.3857,193494.4578,167831.1006,135774.3604,213691.0647,205488.3231,84415.34911,118322.4907,155951.3761
639.17,6.03,78617.32591,98331.32808,81373.06319,195416.3531,194577.5668,200767.764,79887.11278,99755.57978,112875.458
972.5561,17.97,169133.3546,165976.7089,163325.0799,154648.354,172544.1419,152916.6694,186099.1177,186878.3924,201156.1802
444.1842,2.33,1,5875.929267,1,877.9157504,12448.13597,34368.18917,190444.3787,157055.6171,114472.1487
496.1966,12.19,1,1,1,91464.67834,214921.9416,22383.7318,1,1,1
422.0105,0.95,1,1,1,30718.63152,21688.42881,20475.23167,1,1,1
740.2168,4.13,107812.9527,158657.7344,191590.7818,120545.4767,161442.3855,133070.5196,39040.70803,79187.671,166511.072
886.531,14.18,946.3761127,1,1,1,101375.6387,343800.7155,1,1,1
377.2254,3.69,224061.8314,154350.2073,195235.5601,91710.0178,24446.1142,43372.7108,79416.61335,36141.79501,11723.4455
183.0387,3.27,1,1,1,221951.6593,205250.4609,222097.2834,106361.9291,161104.5335,168471.9219
264.1028,7.3,14053.35955,14808.69669,9594.366804,174888.9362,212019.1061,194057.9047,48399.55292,65244.3419,44448.93633
659.3968,15.68,95368.57384,83665.61137,105611.4381,180064.3371,159531.0238,134678.773,210733.8611,222330.2761,184496.8079
282.0025,1.44,195366.3252,149931.5561,236502.2599,65377.6612,41628.86556,45147.89185,135841.9498,207711.5234,211095.545
660.3654,16.44,96099.4419,64124.37205,90364.63643,262214.4803,252886.5851,230932.8046,89657.98778,150190.1452,72468.27549
618.3758,12.63,1,1,1,177236.13,255550.1182,232425.4498,20751.81822,29004.61697,13097.42498
414.077,3.54,193556.667,158984.1805,174161.4262,161164.8175,163927.1383,168088.6166,206662.8095,192149.6371,167940.7321
423.1923,7.98,49656.48842,61640.22001,55200.41916,222384.2219,259241.4155,244093.0639,95859.04902,111510.8567,115641.2625
153.0375,1.33,56527.53956,84495.11006,83257.67499,9557.594792,1,4650.294966,48514.40434,84938.68925,120195.0085
139.0273,1.48,191142.5568,164693.624,174766.8782,149351.5639,172239.2639,157944.4731,215035.6906,192539.5501,133358.179
445.1905,7.5,109653.8975,137960.89,121968.2824,130186.8365,140369.7608,119701.4376,121719.2493,178682.7499,212720.3634
233.0665,2.02,227175.2795,193211.8824,198196.0767,111294.457,97873.23846,106060.0241,107948.6019,90987.83712,85509.25262
626.204,14.06,250042.8014,451104.9989,411767.0523,1,421674.2136,221221.0664,1,1,1
506.216,15.69,221947.5714,195800.6774,224973.208,143166.275,83905.84539,72059.29872,1,26946.81885,6347.524441
656.4268,16.9,210207.3618,261870.7519,241748.1605,65867.32489,12494.63654,39633.75753,41041.87224,36293.35865,55219.91481
336.0805,2.36,152624.3,188680.281,199887.688,182929.3833,125022.9408,184150.0837,169968.0539,214347.685,183275.5737
967.5892,13.44,279448.1258,203711.8308,247786.864,126777.0131,149363.0279,134004.163,171105.8331,201833.6105,140697.5362
212.0319,3.6,97992.72198,128910.1675,115206.3226,144454.8151,174315.7985,153288.4293,94008.82182,96951.68138,111852.1877
545.1729,5.44,198936.8864,245680.6881,214747.5041,146192.1365,155771.2225,114257.1934,144271.5997,186662.3285,227238.0883
534.2126,6.72,8302.286309,9732.141672,8352.720512,163409.988,92908.9173,40213.82277,124834.7208,163647.7188,187770.0613
533.272,12.58,1,1,1,200834.6892,1,128712.9235,1,1,1
809.2283,3.64,589058.3334,557735.9392,589256.0735,441592.6261,447150.2108,433160.4493,566338.884,463760.1225,417237.0811
478.2331,10.28,46674.68814,70212.84431,53438.08464,137555.5825,234034.9609,188816.9093,16096.88812,14431.83593,25557.00437
726.2213,2.82,148276.6315,143128.2342,146247.2966,192963.2077,191822.9559,195386.8023,102350.6481,198479.908,208334.1716
339.0703,6.68,236585.4709,158160.2028,200011.5561,111495.4075,136221.058,124429.6331,77917.14504,118914.08,64560.24006
1092.7465,16.37,1,1,1,1041.741876,206678.6525,142413.0789,1,1,1
384.1201,1.24,86845.1558,91940.93162,96529.72818,51402.25822,36600.12228,222480.6435,189524.0592,217532.7606,138774.0769
540.106,3.82,127065.164,135535.6991,141581.4186,188501.5443,177191.1505,186224.6838,149898.6062,151234.448,143553.2179
657.3994,14.39,256539.2145,107090.9777,179676.1439,1,1,1,44174.10265,64055.97165,94334.01507
814.2224,4.26,1,1,1,80640.57932,81443.73046,89551.20236,212295.8285,216924.5571,140442.9794
769.2199,7.17,203822.0637,182213.8512,193110.6926,71314.45963,99962.35302,84591.54535,75326.16219,61511.71349,46097.46312
487.1273,5.91,6484.437859,964.5135258,2657.492998,112505.443,128919.6728,111173.9243,46184.85988,54373.86407,60452.38131
374.0851,2.7,169036.1681,180925.9339,150217.0642,185587.1888,155604.4805,148693.8656,51406.35353,61798.89351,88493.66485
854.4695,13.16,1,1,1,1,1,1,284034.899,245392.9148,315421.5868
768.2567,5.75,16430.00164,40747.93395,57482.40439,77543.12781,105013.622,88908.86991,16393.83382,36925.36734,36251.32382
828.243,7.09,205862.0918,276459.8572,243633.0763,124039.9561,150429.8422,127872.9292,118463.2674,134326.7047,92239.04414
535.0737,6.45,221904.5869,204594.3137,200705.2175,149952.7536,180657.3308,154372.0605,234621.572,201234.6248,160184.4052
372.1049,3.29,206328.9661,173658.8271,177393.7712,82630.82736,97429.71777,88872.57718,143918.2822,105228.1569,110872.4522
479.1598,4.08,155930.6831,223763.3447,225298.6631,208522.1022,237168.4111,173965.9965,160175.3185,124524.1484,152781.7589
813.5067,18.11,298120.6584,179934.386,218742.3215,1,1,1,201871.6133,326349.9774,215407.7443
936.5078,14.26,1,1,1,171900.8614,174046.1645,293196.026,1,1,1
486.0964,2.9,1,10336.56069,56183.68218,1,1,80359.95855,115718.771,101494.937,72288.33833
920.2239,6.78,181775.9607,86157.21459,144824.8163,196166.7404,200658.2894,218680.2149,136428.8176,174017.1054,193235.8232
373.092,5.98,210459.8432,140777.0654,174817.8779,164853.2553,208428.0467,193328.4506,136044.6355,111913.6629,91911.52665
850.5691,5.64,146521.2406,115076.3257,151204.828,184688.1263,222101.3864,223646.068,177215.3246,194058.5186,154973.6094
778.1909,3.64,244886.7863,237876.4733,232731.0263,173456.5842,193892.2604,165851.9011,162591.0782,118798.7814,118379.3611
437.0491,1,1,1,1,7642.939791,1,1,1,1,1
627.1341,4.18,76502.96157,85473.02011,72574.72646,59108.04163,75042.19018,69417.41916,31512.59206,79094.1314,92943.20494
522.2092,4.5,63554.45654,127166.102,109074.1831,187310.8707,157115.6905,148148.7733,30917.51598,43229.26197,34992.27421
491.2146,4.08,1,1,1614.364785,144640.6555,222492.8488,161021.7373,56726.8207,38488.05155,27143.66115
441.182,9.44,71212.65167,55330.39874,55020.76625,221031.4798,280413.6205,250450.2017,183974.4978,228926.931,97944.23885
200.0407,7.77,22637.76766,55757.38019,40508.31735,201223.5776,228308.9777,222011.3459,8855.099002,11116.07634,20561.8753
437.0391,3.53,175790.1488,162193.2319,162298.8507,155552.0198,157268.8241,161859.3773,183979.5819,172326.0966,141892.9747
645.1521,4.53,170320.4504,212364.2652,220748.9478,44436.49791,11873.0349,31303.16713,115245.9477,86724.2974,95973.03552
666.2338,4.23,111105.3416,78183.58325,85384.90469,75451.13029,84543.79801,77661.6015,139331.8216,129081.6105,113558.4212
377.1307,4.09,87273.94997,51219.66574,84142.50904,225793.986,253644.9338,280169.9867,157775.9309,143874.7423,104838.2991
464.0557,1.05,25840.74854,1,5757.332794,103592.6091,32424.81013,140526.8151,1655.47883,1,3916.568159
699.2967,11.84,270481.0636,201228.376,242667.5714,85637.39818,163977.6672,132045.1334,146406.6001,169401.2707,115903.017
772.2964,6.72,1,1,1,189335.9923,169840.6467,169733.8628,228626.8142,238513.6997,229200.3175
360.1568,4.8,91319.45881,107080.6129,103698.5223,238725.8743,252382.127,247754.1151,45009.33233,51330.33932,61915.15411
164.0476,2.59,81279.30049,90629.82004,95811.66835,114991.1571,126984.9217,127538.9902,179938.0366,199490.8005,208212.0978
892.427,13.34,1,1,1,1,1,1,581660.7732,1,1
272.0775,2.86,108567.1158,93788.89197,99184.95415,56648.62301,56245.26676,53453.40909,215083.3943,189766.843,194871.8909
926.3404,4.07,61318.60895,194821.5051,148277.5833,177230.5859,235755.2213,214930.6599,83727.57678,56471.74391,118549.4157
432.105,5.88,61749.50152,68979.56864,68207.76358,175324.3123,185476.5087,169779.6419,60148.73906,82036.04249,90899.62075
1002.4411,14.07,32919.4139,86906.12782,28006.0323,1,622467.6249,1,1,1,1
1036.0973,4.44,105115.2002,135254.7885,123893.1835,191945.4049,261794.9902,234165.421,129755.1871,147730.6544,155870.5303
994.2284,6.74,191088.4077,238469.0577,224011.227,228522.4226,85813.18476,179980.7426,130229.8952,210143.6137,164046.3982
742.3077,3.56,1,1,1,211263.428,232012.7091,221721.5163,156617.7091,192428.9436,149861.5099
594.2801,11.86,18487.75108,53584.01261,39924.65667,108533.2064,207941.6693,162506.0458,26790.99474,27631.70181,15779.01191
406.1638,3.11,108661.4609,93668.63025,108394.6124,1,14058.02315,1,117697.0965,95441.58925,112631.902
826.2438,7.05,164995.0603,270123.8142,208064.2121,35538.29061,187542.8695,191020.5615,124988.0004,190027.8725,191789.6028
764.1909,5.83,30063.34449,42365.59848,50049.68329,169607.1033,258512.4185,186338.5095,29663.05117,92187.81744,113124.6321
458.1944,6.17,60287.49695,41275.92615,40772.77584,16644.32997,9537.193882,1,31836.24952,58520.60625,44722.76956
614.3961,18.41,29264.05562,11728.92812,17182.17102,33589.75044,51230.42365,45917.01724,34273.05063,122251.0015,19111.75396
1014.6452,5.26,148211.9681,131004.9694,122245.079,172569.2395,99880.06493,126220.6033,135943.3881,134273.028,112523.0392
494.1686,10.65,229541.1785,163352.6164,199167.4528,88401.15218,115975.3363,106791.6632,107782.4991,104607.0563,62195.0698
208.0579,3.81,220997.3909,173123.7868,202121.3039,54198.45451,38519.87324,47067.98693,177905.4816,160973.386,139914.8498
664.3202,3.36,1,1,1,27942.55497,10741.50383,7054.310807,261582.5136,15990.55238,260907.2774
419.9021,0.79,112263.9732,152868.1818,128040.943,78102.69985,61665.03998,65492.98039,159917.5448,202403.9852,214523.6718
329.0658,1.24,138026.0916,126667.5462,127817.8585,50450.01014,47741.56061,36459.59571,101226.44,91679.52674,124625.1619
363.0536,12.53,216849.9238,99056.44952,165036.5856,133734.4066,84190.68886,118279.9016,81743.2349,62178.2215,40932.4678
970.0599,2.71,154347.1993,186438.6985,176080.0935,178043.3673,191967.2199,244663.9315,219746.0811,252511.0887,261811.7496
832.2256,3.58,219292.8643,188829.1404,203053.1694,49813.26731,51028.90391,71979.08278,124020.1666,97401.89341,101576.5573
329.0649,6.78,216501.2971,172361.1496,176471.9435,143185.3832,155737.4165,157780.2551,121612.3748,142197.2349,90961.90913
1041.5906,13.27,205394.0742,63722.12143,120616.4206,1,1,1,19921.01111,24262.01821,16892.51751
548.1698,4.79,1,1,23935.41103,162612.8499,173341.6967,171569.3493,1,1,1
390.1305,7.09,135345.4926,190676.3107,179819.4246,118953.0088,152856.9244,140429.9727,112842.1119,138469.3609,121474.8113
645.1053,7.6,61297.08719,82379.74031,78453.85552,202566.9302,274034.0855,232058.4891,52023.90163,71913.09561,40690.07711
355.09,2.9,45113.23727,111849.8426,88892.77374,74250.17766,87234.81463,84115.70528,35102.29147,122873.6801,212314.8105
243.0856,0.93,183229.684,363449.3898,14176.64367,10732.7789,42266.20284,51723.90583,277225.6398,444117.25,131625.5313
454.1086,1.1,1656.671406,29363.20008,39563.92086,202029.7084,216895.2326,219241.7346,1,23442.21231,11984.60664
121.0194,6.68,251762.1555,162909.7008,209326.8157,96174.50391,109479.1018,110364.1142,74850.02899,113273.6618,63136.26876
260.0293,4.25,28401.45061,39900.68052,35820.77414,189080.7522,207051.5624,202729.1037,21890.66909,57497.33557,104121.7591
654.3068,16.94,174241.9837,227128.9457,255151.0845,9268.764851,1,3432.469435,75648.44031,103610.5246,172508.0391
314.2457,10.45,133636.6144,127820.9018,128373.7975,113141.3392,9500.380122,63603.6006,11062.61142,225.795113,8560.617172
402.0796,3.46,29428.71925,90925.03992,66026.42226,119458.5538,104834.0692,75649.42496,69249.84307,96413.09673,205240.8765
502.1464,4.6,121505.0771,295551.1453,59365.22443,9004.395413,1,1,38647.71399,90511.72017,105429.608
618.2386,12.65,1,1,1,226919.9907,219043.7715,244354.1632,3620.797569,3129.469982,2312.484026
226.2292,15.2,53898.3583,37005.48629,45155.8501,35998.81949,39922.16735,38356.50256,24582.01757,26229.64368,17987.72988
558.0275,3.73,49501.73014,79075.79806,65771.3607,126521.6921,157381.3214,148090.4033,71511.01503,120993.3271,196939.981
230.9636,2.25,142240.6955,86538.34561,133581.3365,104687.7025,114190.4317,114819.9342,69117.08918,62872.39339,72566.44649
163.0302,6.26,72273.14125,86095.05894,114086.844,123130.4399,128357.6264,119692.8758,66241.36092,125679.8011,197609.0758
563.0953,6.06,104934.7365,107266.3272,99662.9512,209920.979,192557.5256,226222.0513,147903.6323,148005.3253,178311.7776
456.1041,3.28,61707.16401,45672.23645,61921.59422,207315.4656,178205.0101,153070.4059,32862.98699,53839.51497,1
682.2458,3.96,1,1,26684.13784,67425.44404,113053.5193,64910.55538,9724.240999,20764.88138,48267.18896
590.1905,5.74,25243.17116,11889.65846,25700.02119,16160.50794,55422.93768,43141.44379,26227.83123,68220.04797,13956.50553
694.1915,14.09,212047.9537,250395.9009,240226.9155,207475.6891,1,217263.048,1,1,248745.3557
400.1069,2.95,17883.44729,30710.80609,24745.50126,211903.9596,171265.5376,185067.7547,1,1,1
508.2015,7.63,7013.215877,1,7043.517397,17769.66472,22307.09929,14858.53359,13146.8004,9643.762225,2831.747769
565.0712,4.13,225075.77,197012.0316,211968.0117,103178.0648,94736.99234,110792.9003,206033.304,175559.1805,163471.4435
384.0116,2.09,33724.69399,29732.44491,23363.45875,120008.1847,142740.9277,128410.5907,41390.53322,45319.24754,44850.20879
788.2911,5.6,1,1,1,171200.9177,246618.6529,204798.742,127572.974,166391.4849,97346.79527
236.0682,6.8,90392.00836,130572.0724,131699.3063,182833.1375,176732.9476,186867.6731,93458.83521,130476.0919,146394.6597
511.1021,2.76,63893.48359,42190.04907,54942.32651,219197.9482,198431.448,186924.4436,141089.6789,109268.857,119609.3518
503.2096,2.02,81370.98204,103167.207,1,85605.20973,1,86470.36775,236050.3094,229424.0528,259512.8845
354.1175,2.65,1,1,1,72647.0918,59760.88928,80585.5095,192336.378,201960.2962,177707.3299
594.3764,10.79,1,3301.061731,1,214244.0195,231423.6199,246196.8229,10292.44053,18068.09905,14153.70375
679.2319,11.57,97017.48395,253909.4688,214547.7541,65820.85896,67621.12082,71615.75942,228179.7147,202821.0548,223072.3824
948.4066,12.68,281821.0124,204944.35,251205.0556,58745.44923,24834.40641,38274.922,99746.9154,63609.71886,93943.72932
368.0717,2.8,104778.2605,112255.0266,79459.68577,1,1,30808.23304,149110.9349,85479.90058,95846.89356
1094.2105,4.36,234522.0021,171076.0561,186830.0973,114663.5397,130930.4984,120092.7375,123458.12,158863.2147,148396.6079
456.1839,2.04,1,1,1,1,1,1,193292.5754,152997.6381,120963.9511
496.2794,14.23,1,1,1,196322.4383,206983.8941,205250.2122,1,1,1
240.0365,4.78,89000.52054,29992.45131,14230.49111,1,1,30185.5377,8231.510091,1,1
510.2951,16.38,36228.15222,15298.55215,13451.10857,1,147766.8914,1,1182.479844,7716.213523,3031.864696
398.2327,15.68,1,1,1,1,1,1,1,1,1
336.1413,4.53,1,4951.961761,1,61892.59387,77441.38413,43180.08556,55051.40259,68685.92848,53006.0677
1026.7071,5.79,226567.7039,170461.3279,188680.839,83912.95199,60871.18912,75266.52367,89076.47058,73434.67074,67865.39931
479.2999,13.39,178840.3324,115836.467,147176.426,90567.9489,28282.91352,70625.19307,89376.46634,102926.3676,67134.77728
879.5219,18.75,130006.4209,78843.74029,33585.51312,1,1,1,159659.0002,212380.7961,163116.5286
442.2579,15.81,140379.3644,1,1,1,1,1,24429.6574,24038.84222,4266.282754
480.1533,9.43,193206.2071,135977.1131,167138.6737,203611.0276,267403.1221,182799.0472,53618.63049,66257.65003,40890.27019
336.1664,4.8,1,1,1,136281.7818,172115.4408,154416.4879,112116.9076,131780.6472,106631.4132
210.1254,7.94,138933.6781,110478.9818,120458.1085,56020.7249,48797.52385,53736.51435,115820.6684,93129.11246,116072.7472
143.0733,6.56,169390.6286,148443.5115,154612.3128,187814.3017,214339.1029,194627.0839,97687.18657,119420.6914,100067.3027
834.1779,4.52,1,1,6796.603896,75116.78757,138943.0348,136375.0628,1,10190.35925,8355.167989
417.1272,4.27,169350.005,139670.4137,175703.0142,61677.14907,60307.32154,76094.4786,198607.1954,134320.6908,152327.9165
522.2594,4.8,90637.96752,100560.0991,92601.12451,216091.1323,215054.3358,226651.5597,37486.51578,35493.31934,58235.5682
718.1918,13.53,228947.417,178000.6738,161828.7514,286666.5823,8685.799421,1,1,218915.8232,160201.9417
