Mass (avg),RT (avg),[Area] QC1-POS,[Area] QC2-POS,[Area] QC3-POS,[Area] QC4-POS,[Area] QC5-POS
994.7932,0.35,20269,18713,19031,18107,21544
995.6991,0.38,10568,12780,12450,14014,13677
999.5127,1.76,27253,21464,19478,11019,11756
1006.0187,1.79,914046,1006595,1029685,1028788,1042442
1006.521,1.8,59212,71121,67854,72272,71216
1007.7268,0.36,11488,9087,10756,9333,7920
1009.7117,0.37,10631,11777,13663,12211,13324
1011.5866,1.68,4389,4575,4989,5801,5805
1014.6635,1.04,81316,67707,62047,59067,61258
1015.7548,0.37,14107,18064,18104,19004,15825
1021.9941,1.83,7533,27713,9101,9695,11175
1023.7275,0.37,11259,17295,15114,12472,12683
1039.7225,0.38,7616,9670,11512,12916,13056
1061.0606,1.75,35326,40083,41515,41540,41698
1063.0765,1.75,25597,27471,28531,28449,28998
1063.2885,2.89,12661,15096,14223,14698,14545
1063.9773,1.82,6012,8261,8706,10259,8424
1067.7562,0.38,5633,7908,6591,8729,5230
1071.0136,1.83,12552,11090,13864,15460,12853
1074.0059,1.76,60133,16478,35832,35820,31806
1074.0067,1.81,60084,25809,36045,35868,31738
1084.8468,0.37,9986,11316,15643,13169,15428
1088.0218,1.79,550631,611034,634978,639018,641836
1088.5228,1.79,48183,56176,60976,61668,61489
1205.0306,1.66,39534,29890,36490,42014,12102
1249.9598,1.82,22616,15761,21576,41707,43101
1274.0072,1.78,56898,60779,62218,62554,62576
1341.999,1.75,24565,18049,16241,14404,14151
1413.965,1.75,28497,27825,55325,56595,30393
1480.0017,1.77,29184,52007,25844,48954,33027
1495.9679,1.75,67304,71545,40929,39835,39971
1506.0059,1.82,39151,38056,21611,37782,13677
1577.0749,1.76,12939,12234,14517,12986,14835
1588.0129,1.8,75141,60148,55270,54689,55827
1602.0217,1.8,204789,232993,257927,249564,246119
1644.004,1.82,24349,67036,29206,46934,72579
1659.9724,1.75,85670,52030,59123,94370,90385
1670.0129,1.76,82464,70068,66982,53142,56502
1741.9737,1.77,60551,26537,26137,66776,66898
1752.0152,1.75,88947,62905,59942,53571,32372
1766.0302,1.8,205222,224007,236883,240535,244162
1823.083,1.76,42892,49531,48669,51915,47048
1834.0159,1.76,85116,73286,64994,64301,48638
1916.022,1.75,73880,59462,53712,54440,54452
1930.0347,1.79,165585,198310,207974,209651,208921
1963.9445,1.83,10863,10401,8004,11429,8962
1998.0235,1.77,95146,81489,77939,79882,74618
2069.9888,1.75,63932,72027,76452,79360,77579
2080.0271,1.77,101227,80497,71527,72040,66966
2094.0419,1.79,183893,222643,231761,231750,230846
2151.9929,1.77,62354,68833,71353,73582,73668
2162.0275,1.79,86055,71260,62667,64136,59783
